geneID,gene_name,gene_type
ENSMMUG00000063714,ENSMMUG00000063714,lncRNA
ENSMMUG00000049795,Y_RNA,Y_RNA
ENSMMUG00000048617,Metazoa_SRP,misc_RNA
ENSMMUG00000005619,NISCH,protein_coding
ENSMMUG00000039099,SKIL,protein_coding
ENSMMUG00000059167,Metazoa_SRP,misc_RNA
ENSMMUG00000014874,GTPBP8,protein_coding
ENSMMUG00000008549,CNTN6,protein_coding
ENSMMUG00000059260,CLDN11,protein_coding
ENSMMUG00000064556,MRPS25,protein_coding
ENSMMUG00000014876,NEPRO,protein_coding
ENSMMUG00000013987,SLC7A14,protein_coding
ENSMMUG00000005158,RBSN,protein_coding
ENSMMUG00000059352,ENSMMUG00000059352,protein_coding
ENSMMUG00000050772,ENSMMUG00000050772,protein_coding
ENSMMUG00000061527,ENSMMUG00000061527,lncRNA
ENSMMUG00000051943,ENSMMUG00000051943,protein_coding
ENSMMUG00000057590,Y_RNA,Y_RNA
ENSMMUG00000044187,ENSMMUG00000044187,lncRNA
ENSMMUG00000022881,RPL22L1,protein_coding
ENSMMUG00000009425,ENSMMUG00000009425,protein_coding
ENSMMUG00000022880,EIF5A2,protein_coding
ENSMMUG00000046670,TRH,protein_coding
ENSMMUG00000025175,U1,snRNA
ENSMMUG00000062669,ENSMMUG00000062669,lncRNA
ENSMMUG00000056158,ENSMMUG00000056158,protein_coding
ENSMMUG00000014385,SLC2A2,protein_coding
ENSMMUG00000001847,CNTN4,protein_coding
ENSMMUG00000016793,TMCC1,protein_coding
ENSMMUG00000037376,U6,snRNA
ENSMMUG00000055815,Y_RNA,Y_RNA
ENSMMUG00000054107,ENSMMUG00000054107,pseudogene
ENSMMUG00000017351,STAB1,protein_coding
ENSMMUG00000001849,IL5RA,protein_coding
ENSMMUG00000023151,KIF15,protein_coding
ENSMMUG00000048228,U6,snRNA
ENSMMUG00000025492,Y_RNA,Y_RNA
ENSMMUG00000017983,TRNT1,protein_coding
ENSMMUG00000061615,ENSMMUG00000061615,protein_coding
ENSMMUG00000060809,Metazoa_SRP,misc_RNA
ENSMMUG00000012737,PLXND1,protein_coding
ENSMMUG00000019360,SLC35G2,protein_coding
ENSMMUG00000017696,EIF2A,protein_coding
ENSMMUG00000017986,CRBN,protein_coding
ENSMMUG00000055871,NCK1,protein_coding
ENSMMUG00000049516,U6,snRNA
ENSMMUG00000052190,Metazoa_SRP,misc_RNA
ENSMMUG00000007390,IL20RB,protein_coding
ENSMMUG00000049373,LRRN1,protein_coding
ENSMMUG00000043487,Metazoa_SRP,misc_RNA
ENSMMUG00000059767,C2H3orf70,protein_coding
ENSMMUG00000063245,ENSMMUG00000063245,lncRNA
ENSMMUG00000033170,ENSMMUG00000033170,snoRNA
ENSMMUG00000012736,H1-8,protein_coding
ENSMMUG00000060304,ENSMMUG00000060304,lncRNA
ENSMMUG00000053064,ENSMMUG00000053064,lncRNA
ENSMMUG00000050658,ENSMMUG00000050658,lncRNA
ENSMMUG00000055315,RHO,protein_coding
ENSMMUG00000053997,EHHADH,protein_coding
ENSMMUG00000003650,TMEM42,protein_coding
ENSMMUG00000017828,SETMAR,protein_coding
ENSMMUG00000062290,ENSMMUG00000062290,lncRNA
ENSMMUG00000058890,TGM4,protein_coding
ENSMMUG00000062098,Metazoa_SRP,misc_RNA
ENSMMUG00000061860,ENSMMUG00000061860,lncRNA
ENSMMUG00000057122,ENSMMUG00000057122,lncRNA
ENSMMUG00000022262,TNIK,protein_coding
ENSMMUG00000004734,SUMF1,protein_coding
ENSMMUG00000009636,CLDN18,protein_coding
ENSMMUG00000023814,MAP3K13,protein_coding
ENSMMUG00000007886,CASR,protein_coding
ENSMMUG00000054372,ENSMMUG00000054372,protein_coding
ENSMMUG00000019740,ZDHHC3,protein_coding
ENSMMUG00000013269,DZIP1L,protein_coding
ENSMMUG00000060798,ENSMMUG00000060798,lncRNA
ENSMMUG00000025159,U5,snRNA
ENSMMUG00000064748,Metazoa_SRP,misc_RNA
ENSMMUG00000012727,IFT122,protein_coding
ENSMMUG00000021284,DBR1,protein_coding
ENSMMUG00000042756,Metazoa_SRP,misc_RNA
ENSMMUG00000000220,MRPL3,protein_coding
ENSMMUG00000046626,TMEM41A,protein_coding
ENSMMUG00000019130,EXOSC7,protein_coding
ENSMMUG00000024125,ENSMMUG00000024125,snoRNA
ENSMMUG00000061459,Metazoa_SRP,misc_RNA
ENSMMUG00000051139,CLEC3B,protein_coding
ENSMMUG00000003277,CPNE4,protein_coding
ENSMMUG00000017699,SELENOT,protein_coding
ENSMMUG00000050247,Metazoa_SRP,misc_RNA
ENSMMUG00000013018,SENP2,protein_coding
ENSMMUG00000005742,CDCP1,protein_coding
ENSMMUG00000061877,ENSMMUG00000061877,lncRNA
ENSMMUG00000017360,NT5DC2,protein_coding
ENSMMUG00000017509,ERICH6,protein_coding
ENSMMUG00000056585,ENSMMUG00000056585,lncRNA
ENSMMUG00000012105,FXR1,protein_coding
ENSMMUG00000023416,IGF2BP2,protein_coding
ENSMMUG00000055346,TMEM158,protein_coding
ENSMMUG00000024064,U3,snoRNA
ENSMMUG00000016004,ACP3,protein_coding
ENSMMUG00000050505,SMIM4,protein_coding
ENSMMUG00000059287,ENSMMUG00000059287,protein_coding
ENSMMUG00000021285,ARMC8,protein_coding
ENSMMUG00000060370,ENSMMUG00000060370,lncRNA
ENSMMUG00000044974,ENSMMUG00000044974,protein_coding
ENSMMUG00000015590,SIAH2,protein_coding
ENSMMUG00000001185,TRA2B,protein_coding
ENSMMUG00000017361,PBRM1,protein_coding
ENSMMUG00000018020,LARS2,protein_coding
ENSMMUG00000048232,MINDY4B,protein_coding
ENSMMUG00000041182,ENSMMUG00000041182,protein_coding
ENSMMUG00000021451,CLRN1,protein_coding
ENSMMUG00000013610,ETV5,protein_coding
ENSMMUG00000035928,U6,snRNA
ENSMMUG00000033553,ENSMMUG00000033553,snRNA
ENSMMUG00000042100,Metazoa_SRP,misc_RNA
ENSMMUG00000054200,ENSMMUG00000054200,lncRNA
ENSMMUG00000012511,GNL3,protein_coding
ENSMMUG00000016005,DNAJC13,protein_coding
ENSMMUG00000017239,MED12L,protein_coding
ENSMMUG00000062379,ENSMMUG00000062379,protein_coding
ENSMMUG00000049323,ENSMMUG00000049323,protein_coding
ENSMMUG00000010711,LIMD1,protein_coding
ENSMMUG00000012579,LSAMP,protein_coding
ENSMMUG00000032872,ENSMMUG00000032872,snoRNA
ENSMMUG00000012723,MBD4,protein_coding
ENSMMUG00000037073,ENSMMUG00000037073,snoRNA
ENSMMUG00000021972,DGKG,protein_coding
ENSMMUG00000033050,ENSMMUG00000033050,snoRNA
ENSMMUG00000058003,Metazoa_SRP,misc_RNA
ENSMMUG00000007755,NME9,protein_coding
ENSMMUG00000012526,GLT8D1,protein_coding
ENSMMUG00000040591,Metazoa_SRP,misc_RNA
ENSMMUG00000012104,DNAJC19,protein_coding
ENSMMUG00000012721,EFCAB12,protein_coding
ENSMMUG00000063541,ENSMMUG00000063541,protein_coding
ENSMMUG00000017370,SPCS1,protein_coding
ENSMMUG00000063595,ENSMMUG00000063595,snoRNA
ENSMMUG00000017244,GPR171,protein_coding
ENSMMUG00000012578,GAP43,protein_coding
ENSMMUG00000017245,P2RY14,protein_coding
ENSMMUG00000049266,ENSMMUG00000049266,lncRNA
ENSMMUG00000043091,H1FX,protein_coding
ENSMMUG00000050452,ENSMMUG00000050452,lncRNA
ENSMMUG00000001103,GPR87,protein_coding
ENSMMUG00000060670,Metazoa_SRP,misc_RNA
ENSMMUG00000056907,ENSMMUG00000056907,lncRNA
ENSMMUG00000058628,ENSMMUG00000058628,lncRNA
ENSMMUG00000017903,NEK4,protein_coding
ENSMMUG00000038998,P2RY13,protein_coding
ENSMMUG00000063235,ENSMMUG00000063235,protein_coding
ENSMMUG00000048681,CRYGS,protein_coding
ENSMMUG00000001105,P2RY12,protein_coding
ENSMMUG00000050652,ENSMMUG00000050652,protein_coding
ENSMMUG00000013167,HMCES,protein_coding
ENSMMUG00000002130,SACM1L,protein_coding
ENSMMUG00000041198,MRAS,protein_coding
ENSMMUG00000017564,TBCCD1,protein_coding
ENSMMUG00000001107,IGSF10,protein_coding
ENSMMUG00000014520,ITIH1,protein_coding
ENSMMUG00000057554,Metazoa_SRP,misc_RNA
ENSMMUG00000040181,ENSMMUG00000040181,protein_coding
ENSMMUG00000057501,ENSMMUG00000057501,protein_coding
ENSMMUG00000031537,ENSMMUG00000031537,protein_coding
ENSMMUG00000057005,ENSMMUG00000057005,protein_coding
ENSMMUG00000003199,CD200R1,protein_coding
ENSMMUG00000020641,ZBTB20,protein_coding
ENSMMUG00000018774,AADACL2,protein_coding
ENSMMUG00000017567,AHSG,protein_coding
ENSMMUG00000053217,ENSMMUG00000053217,lncRNA
ENSMMUG00000052013,ENSMMUG00000052013,lncRNA
ENSMMUG00000001664,AADAC,protein_coding
ENSMMUG00000007757,ESYT3,protein_coding
ENSMMUG00000013163,COPG1,protein_coding
ENSMMUG00000052418,ENSMMUG00000052418,protein_coding
ENSMMUG00000063380,ENSMMUG00000063380,lncRNA
ENSMMUG00000056463,ENSMMUG00000056463,lncRNA
ENSMMUG00000048309,Metazoa_SRP,misc_RNA
ENSMMUG00000060077,SUCNR1,protein_coding
ENSMMUG00000018909,FETUB,protein_coding
ENSMMUG00000051021,Metazoa_SRP,misc_RNA
ENSMMUG00000057786,ENSMMUG00000057786,protein_coding
ENSMMUG00000061194,ENSMMUG00000061194,protein_coding
ENSMMUG00000043130,Metazoa_SRP,misc_RNA
ENSMMUG00000054158,ACAD11,protein_coding
ENSMMUG00000047232,ENSMMUG00000047232,protein_coding
ENSMMUG00000042995,mml-mir-4796,miRNA
ENSMMUG00000061915,Metazoa_SRP,misc_RNA
ENSMMUG00000018910,HRG,protein_coding
ENSMMUG00000037594,ENSMMUG00000037594,protein_coding
ENSMMUG00000052319,ENSMMUG00000052319,lncRNA
ENSMMUG00000007565,CBLB,protein_coding
ENSMMUG00000010514,SLC6A20,protein_coding
ENSMMUG00000007843,CD200R1L,protein_coding
ENSMMUG00000018530,ENSMMUG00000018530,protein_coding
ENSMMUG00000006812,DCLK3,protein_coding
ENSMMUG00000063630,ENSMMUG00000063630,lncRNA
ENSMMUG00000051398,ENSMMUG00000051398,lncRNA
ENSMMUG00000063430,ENSMMUG00000063430,protein_coding
ENSMMUG00000059283,ENSMMUG00000059283,lncRNA
ENSMMUG00000014522,ITIH3,protein_coding
ENSMMUG00000003061,CCDC80,protein_coding
ENSMMUG00000027153,mml-mir-569,miRNA
ENSMMUG00000052769,Metazoa_SRP,misc_RNA
ENSMMUG00000006816,TRANK1,protein_coding
ENSMMUG00000054667,TIGIT,protein_coding
ENSMMUG00000062587,ENSMMUG00000062587,protein_coding
ENSMMUG00000057023,ENSMMUG00000057023,lncRNA
ENSMMUG00000064474,U6,snRNA
ENSMMUG00000020639,ENSMMUG00000020639,pseudogene
ENSMMUG00000007760,CEP70,protein_coding
ENSMMUG00000010516,LZTFL1,protein_coding
ENSMMUG00000051713,ACKR4,protein_coding
ENSMMUG00000022936,DRD3,protein_coding
ENSMMUG00000064965,Metazoa_SRP,misc_RNA
ENSMMUG00000021771,UBA5,protein_coding
ENSMMUG00000022532,EPM2AIP1,protein_coding
ENSMMUG00000015910,MBNL1,protein_coding
ENSMMUG00000061942,Metazoa_SRP,misc_RNA
ENSMMUG00000019323,ATP11B,protein_coding
ENSMMUG00000023588,CCR9,protein_coding
ENSMMUG00000022533,MLH1,protein_coding
ENSMMUG00000051767,ENSMMUG00000051767,lncRNA
ENSMMUG00000024802,Y_RNA,Y_RNA
ENSMMUG00000058753,CNBP,protein_coding
ENSMMUG00000014236,SLC35A5,protein_coding
ENSMMUG00000012574,ITPR1,protein_coding
ENSMMUG00000001953,QTRT2,protein_coding
ENSMMUG00000021772,NPHP3,protein_coding
ENSMMUG00000014523,ITIH4,protein_coding
ENSMMUG00000027556,U6,snRNA
ENSMMUG00000047632,ENSMMUG00000047632,protein_coding
ENSMMUG00000023289,PLD1,protein_coding
ENSMMUG00000011580,ENSMMUG00000011580,protein_coding
ENSMMUG00000064640,Metazoa_SRP,misc_RNA
ENSMMUG00000023585,FYCO1,protein_coding
ENSMMUG00000001949,CCDC191,protein_coding
ENSMMUG00000009107,ALCAM,protein_coding
ENSMMUG00000022539,LRRFIP2,protein_coding
ENSMMUG00000064759,ENSMMUG00000064759,snoRNA
ENSMMUG00000001946,ZDHHC23,protein_coding
ENSMMUG00000063656,Metazoa_SRP,misc_RNA
ENSMMUG00000008664,FAIM,protein_coding
ENSMMUG00000019799,GP9,protein_coding
ENSMMUG00000062320,ENSMMUG00000062320,protein_coding
ENSMMUG00000010552,DCUN1D1,protein_coding
ENSMMUG00000001943,GRAMD1C,protein_coding
ENSMMUG00000050427,ENSMMUG00000050427,protein_coding
ENSMMUG00000061248,Metazoa_SRP,misc_RNA
ENSMMUG00000047061,EFCC1,protein_coding
ENSMMUG00000052747,ENSMMUG00000052747,protein_coding
ENSMMUG00000014232,ATG3,protein_coding
ENSMMUG00000019854,TMEM108,protein_coding
ENSMMUG00000006343,CFAP92,protein_coding
ENSMMUG00000023587,CXCR6,protein_coding
ENSMMUG00000019857,BFSP2,protein_coding
ENSMMUG00000057371,ENSMMUG00000057371,lncRNA
ENSMMUG00000023584,XCR1,protein_coding
ENSMMUG00000056242,Metazoa_SRP,misc_RNA
ENSMMUG00000054623,ENSMMUG00000054623,lncRNA
ENSMMUG00000061529,ENSMMUG00000061529,lncRNA
ENSMMUG00000010553,MCCC1,protein_coding
ENSMMUG00000056769,CCR1,protein_coding
ENSMMUG00000016076,CD200,protein_coding
ENSMMUG00000057769,ENSMMUG00000057769,protein_coding
ENSMMUG00000008666,PIK3CB,protein_coding
ENSMMUG00000054162,Metazoa_SRP,misc_RNA
ENSMMUG00000004576,CCR3,protein_coding
ENSMMUG00000020740,ATP6V1A,protein_coding
ENSMMUG00000014526,ENSMMUG00000014526,protein_coding
ENSMMUG00000062394,CCR2,protein_coding
ENSMMUG00000000058,CDV3,protein_coding
ENSMMUG00000051648,Y_RNA,Y_RNA
ENSMMUG00000006338,ACAD9,protein_coding
ENSMMUG00000061684,ENSMMUG00000061684,lncRNA
ENSMMUG00000056274,Metazoa_SRP,misc_RNA
ENSMMUG00000026103,U1,snRNA
ENSMMUG00000049937,Y_RNA,Y_RNA
ENSMMUG00000055383,CCR5,protein_coding
ENSMMUG00000060744,ENSMMUG00000060744,lncRNA
ENSMMUG00000053540,ENSMMUG00000053540,lncRNA
ENSMMUG00000034815,U6,snRNA
ENSMMUG00000031540,P2RY1,protein_coding
ENSMMUG00000054175,ENSMMUG00000054175,protein_coding
ENSMMUG00000031902,ENSMMUG00000031902,protein_coding
ENSMMUG00000025264,U6,snRNA
ENSMMUG00000058662,ENSMMUG00000058662,protein_coding
ENSMMUG00000052748,ENSMMUG00000052748,snoRNA
ENSMMUG00000014260,CCRL2,protein_coding
ENSMMUG00000055734,Metazoa_SRP,misc_RNA
ENSMMUG00000054197,Metazoa_SRP,misc_RNA
ENSMMUG00000051606,Metazoa_SRP,misc_RNA
ENSMMUG00000031543,ENSMMUG00000031543,protein_coding
ENSMMUG00000014231,BTLA,protein_coding
ENSMMUG00000055908,NAA50,protein_coding
ENSMMUG00000015779,RAP2B,protein_coding
ENSMMUG00000053350,Metazoa_SRP,misc_RNA
ENSMMUG00000000059,TOPBP1,protein_coding
ENSMMUG00000042873,Metazoa_SRP,misc_RNA
ENSMMUG00000010555,LAMP3,protein_coding
ENSMMUG00000001798,RAB7A,protein_coding
ENSMMUG00000021859,ZPLD1,protein_coding
ENSMMUG00000052581,USF3,protein_coding
ENSMMUG00000043243,ENSMMUG00000043243,lncRNA
ENSMMUG00000014527,SFMBT1,protein_coding
ENSMMUG00000053063,FOXL2,protein_coding
ENSMMUG00000060327,U6,snRNA
ENSMMUG00000014261,LTF,protein_coding
ENSMMUG00000053420,ENSMMUG00000053420,protein_coding
ENSMMUG00000021918,GOLGA4,protein_coding
ENSMMUG00000049225,FOXL2NB,protein_coding
ENSMMUG00000057116,ENSMMUG00000057116,lncRNA
ENSMMUG00000065231,Y_RNA,Y_RNA
ENSMMUG00000016075,SLC9C1,protein_coding
ENSMMUG00000048198,Metazoa_SRP,misc_RNA
ENSMMUG00000062939,Metazoa_SRP,misc_RNA
ENSMMUG00000061129,ENSMMUG00000061129,lncRNA
ENSMMUG00000032940,U8,snoRNA
ENSMMUG00000001456,MCF2L2,protein_coding
ENSMMUG00000027866,ENSMMUG00000027866,snoRNA
ENSMMUG00000050483,ENSMMUG00000050483,protein_coding
ENSMMUG00000045993,Metazoa_SRP,misc_RNA
ENSMMUG00000050059,ENSMMUG00000050059,pseudogene
ENSMMUG00000013454,SIDT1,protein_coding
ENSMMUG00000054921,ENSMMUG00000054921,lncRNA
ENSMMUG00000055295,PRR23C,protein_coding
ENSMMUG00000020716,ENSMMUG00000020716,protein_coding
ENSMMUG00000009036,ARHGEF26,protein_coding
ENSMMUG00000054284,ENSMMUG00000054284,protein_coding
ENSMMUG00000063181,ENSMMUG00000063181,protein_coding
ENSMMUG00000060058,ENSMMUG00000060058,lncRNA
ENSMMUG00000018321,RPN1,protein_coding
ENSMMUG00000059753,ENSMMUG00000059753,lncRNA
ENSMMUG00000057918,Y_RNA,Y_RNA
ENSMMUG00000003048,MRPS22,protein_coding
ENSMMUG00000011347,DHX36,protein_coding
ENSMMUG00000052862,ENSMMUG00000052862,snoRNA
ENSMMUG00000059820,ENSMMUG00000059820,lncRNA
ENSMMUG00000021567,NXPE3,protein_coding
ENSMMUG00000057942,RTP3,protein_coding
ENSMMUG00000043637,TMEM212,protein_coding
ENSMMUG00000046972,mml-mir-4446,miRNA
ENSMMUG00000021371,GATA2,protein_coding
ENSMMUG00000060922,LRRC2,protein_coding
ENSMMUG00000053660,Metazoa_SRP,misc_RNA
ENSMMUG00000003051,COPB2,protein_coding
ENSMMUG00000060393,ENSMMUG00000060393,protein_coding
ENSMMUG00000022240,NR1D2,protein_coding
ENSMMUG00000035834,U6,snRNA
ENSMMUG00000031605,B3GNT5,protein_coding
ENSMMUG00000036842,ENSMMUG00000036842,snoRNA
ENSMMUG00000043954,SNORA63,snoRNA
ENSMMUG00000062682,ENSMMUG00000062682,protein_coding
ENSMMUG00000022115,KLHL6,protein_coding
ENSMMUG00000013451,SPICE1,protein_coding
ENSMMUG00000018663,EEFSEC,protein_coding
ENSMMUG00000058605,Metazoa_SRP,misc_RNA
ENSMMUG00000050811,U6,snRNA
ENSMMUG00000060687,Metazoa_SRP,misc_RNA
ENSMMUG00000051847,ENSMMUG00000051847,snoRNA
ENSMMUG00000048819,ENSMMUG00000048819,lncRNA
ENSMMUG00000008916,TF,protein_coding
ENSMMUG00000004189,FNDC3B,protein_coding
ENSMMUG00000016197,ENSMMUG00000016197,protein_coding
ENSMMUG00000056924,GPR149,protein_coding
ENSMMUG00000063421,FAM240A,protein_coding
ENSMMUG00000060572,ENSMMUG00000060572,lncRNA
ENSMMUG00000006353,RPL15,protein_coding
ENSMMUG00000015062,CEP97,protein_coding
ENSMMUG00000057892,Metazoa_SRP,misc_RNA
ENSMMUG00000049652,ENSMMUG00000049652,lncRNA
ENSMMUG00000025394,U6,snRNA
ENSMMUG00000016073,GCSAM,protein_coding
ENSMMUG00000000912,CD86,protein_coding
ENSMMUG00000037726,U6,snRNA
ENSMMUG00000021247,ALS2CL,protein_coding
ENSMMUG00000040723,Metazoa_SRP,misc_RNA
ENSMMUG00000021925,ENSMMUG00000021925,protein_coding
ENSMMUG00000006352,NKIRAS1,protein_coding
ENSMMUG00000051934,RBP2,protein_coding
ENSMMUG00000054852,Metazoa_SRP,misc_RNA
ENSMMUG00000008918,SRPRB,protein_coding
ENSMMUG00000004194,GHSR,protein_coding
ENSMMUG00000018662,RUVBL1,protein_coding
ENSMMUG00000016072,C2H3orf52,protein_coding
ENSMMUG00000019302,TNFSF10,protein_coding
ENSMMUG00000027247,ENSMMUG00000027247,miRNA
ENSMMUG00000013448,CFAP44,protein_coding
ENSMMUG00000046471,ENSMMUG00000046471,snoRNA
ENSMMUG00000033806,ENSMMUG00000033806,snoRNA
ENSMMUG00000021927,ITGA9,protein_coding
ENSMMUG00000008919,RAB6B,protein_coding
ENSMMUG00000024291,Y_RNA,Y_RNA
ENSMMUG00000007230,PRKCD,protein_coding
ENSMMUG00000058318,Metazoa_SRP,misc_RNA
ENSMMUG00000000290,RBP1,protein_coding
ENSMMUG00000024320,U2,snRNA
ENSMMUG00000016068,TMPRSS7,protein_coding
ENSMMUG00000006662,MME,protein_coding
ENSMMUG00000059599,ENSMMUG00000059599,protein_coding
ENSMMUG00000051288,ENSMMUG00000051288,protein_coding
ENSMMUG00000015059,RPL24,protein_coding
ENSMMUG00000018661,SEC61A1,protein_coding
ENSMMUG00000056425,NCEH1,protein_coding
ENSMMUG00000041324,Metazoa_SRP,misc_RNA
ENSMMUG00000035726,U6,snRNA
ENSMMUG00000012605,SLCO2A1,protein_coding
ENSMMUG00000000697,TAGLN3,protein_coding
ENSMMUG00000043638,ENSMMUG00000043638,protein_coding
ENSMMUG00000008070,YEATS2,protein_coding
ENSMMUG00000055343,ENSMMUG00000055343,protein_coding
ENSMMUG00000015060,ZBTB11,protein_coding
ENSMMUG00000003169,CLSTN2,protein_coding
ENSMMUG00000021249,TMIE,protein_coding
ENSMMUG00000017014,ECT2,protein_coding
ENSMMUG00000055296,ABHD10,protein_coding
ENSMMUG00000050705,Metazoa_SRP,misc_RNA
ENSMMUG00000055637,ENSMMUG00000055637,lncRNA
ENSMMUG00000060258,ENSMMUG00000060258,protein_coding
ENSMMUG00000025504,Y_RNA,Y_RNA
ENSMMUG00000050117,Y_RNA,Y_RNA
ENSMMUG00000055946,ENSMMUG00000055946,protein_coding
ENSMMUG00000054480,U6,snRNA
ENSMMUG00000046638,KBTBD12,protein_coding
ENSMMUG00000013443,BOC,protein_coding
ENSMMUG00000035668,U7,snRNA
ENSMMUG00000011270,RYK,protein_coding
ENSMMUG00000054139,Metazoa_SRP,misc_RNA
ENSMMUG00000055279,Metazoa_SRP,misc_RNA
ENSMMUG00000024707,SNORA72,snoRNA
ENSMMUG00000017782,PCNP,protein_coding
ENSMMUG00000021253,PRSS45P,protein_coding
ENSMMUG00000021392,TRIM42,protein_coding
ENSMMUG00000054612,Metazoa_SRP,misc_RNA
ENSMMUG00000002907,CTDSPL,protein_coding
ENSMMUG00000040869,SPATA16,protein_coding
ENSMMUG00000055520,ENSMMUG00000055520,lncRNA
ENSMMUG00000042075,ENSMMUG00000042075,lncRNA
ENSMMUG00000014433,TKT,protein_coding
ENSMMUG00000050437,ENSMMUG00000050437,lncRNA
ENSMMUG00000062527,ENSMMUG00000062527,lncRNA
ENSMMUG00000017780,TRMT10C,protein_coding
ENSMMUG00000000168,MGLL,protein_coding
ENSMMUG00000021254,ENSMMUG00000021254,protein_coding
ENSMMUG00000021570,ENSMMUG00000021570,protein_coding
ENSMMUG00000021694,AMOTL2,protein_coding
ENSMMUG00000000694,PHLDB2,protein_coding
ENSMMUG00000060633,STRIT1,protein_coding
ENSMMUG00000058067,ENSMMUG00000058067,lncRNA
ENSMMUG00000042547,mml-mir-6827,miRNA
ENSMMUG00000052129,Metazoa_SRP,misc_RNA
ENSMMUG00000063980,ENSMMUG00000063980,lncRNA
ENSMMUG00000037760,Metazoa_SRP,misc_RNA
ENSMMUG00000058624,ENSMMUG00000058624,snoRNA
ENSMMUG00000054638,ENSMMUG00000054638,lncRNA
ENSMMUG00000014739,ENSMMUG00000014739,protein_coding
ENSMMUG00000026954,mml-mir-26a-1,miRNA
ENSMMUG00000012750,ANAPC13,protein_coding
ENSMMUG00000057235,ENSMMUG00000057235,lncRNA
ENSMMUG00000014741,MYL3,protein_coding
ENSMMUG00000056821,ENSMMUG00000056821,protein_coding
ENSMMUG00000051631,ENSMMUG00000051631,lncRNA
ENSMMUG00000052603,U6,snRNA
ENSMMUG00000060540,Metazoa_SRP,misc_RNA
ENSMMUG00000000984,VILL,protein_coding
ENSMMUG00000022153,SLC25A36,protein_coding
ENSMMUG00000004671,NLGN1,protein_coding
ENSMMUG00000000166,ABTB1,protein_coding
ENSMMUG00000014742,PTH1R,protein_coding
ENSMMUG00000012752,CEP63,protein_coding
ENSMMUG00000000164,PODXL2,protein_coding
ENSMMUG00000059733,ENSMMUG00000059733,protein_coding
ENSMMUG00000019810,CCDC12,protein_coding
ENSMMUG00000056238,Metazoa_SRP,misc_RNA
ENSMMUG00000060074,ENSMMUG00000060074,pseudogene
ENSMMUG00000000158,MCM2,protein_coding
ENSMMUG00000065118,Metazoa_SRP,misc_RNA
ENSMMUG00000062409,ENSMMUG00000062409,snoRNA
ENSMMUG00000010346,KY,protein_coding
ENSMMUG00000011208,DCP1A,protein_coding
ENSMMUG00000000985,PLCD1,protein_coding
ENSMMUG00000053695,U3,snoRNA
ENSMMUG00000045509,NAALADL2,protein_coding
ENSMMUG00000064045,ENSMMUG00000064045,protein_coding
ENSMMUG00000055705,ENSMMUG00000055705,pseudogene
ENSMMUG00000000756,TPRA1,protein_coding
ENSMMUG00000051466,Metazoa_SRP,misc_RNA
ENSMMUG00000006351,UBE2E1,protein_coding
ENSMMUG00000028389,Y_RNA,Y_RNA
ENSMMUG00000011363,SENP7,protein_coding
ENSMMUG00000042811,ENSMMUG00000042811,snoRNA
ENSMMUG00000063669,ENSMMUG00000063669,lncRNA
ENSMMUG00000033282,ENSMMUG00000033282,snoRNA
ENSMMUG00000057262,Metazoa_SRP,misc_RNA
ENSMMUG00000057029,ENSMMUG00000057029,lncRNA
ENSMMUG00000053932,ENSMMUG00000053932,lncRNA
ENSMMUG00000035327,U6,snRNA
ENSMMUG00000048905,ENSMMUG00000048905,lncRNA
ENSMMUG00000053677,ENSMMUG00000053677,lncRNA
ENSMMUG00000000688,CD96,protein_coding
ENSMMUG00000055880,ENSMMUG00000055880,lncRNA
ENSMMUG00000056977,Metazoa_SRP,misc_RNA
ENSMMUG00000064459,ENSMMUG00000064459,lncRNA
ENSMMUG00000019813,NBEAL2,protein_coding
ENSMMUG00000000911,ILDR1,protein_coding
ENSMMUG00000052755,ENSMMUG00000052755,lncRNA
ENSMMUG00000037122,U6,snRNA
ENSMMUG00000021334,EPHB1,protein_coding
ENSMMUG00000055664,ENSMMUG00000055664,protein_coding
ENSMMUG00000037311,U6,snRNA
ENSMMUG00000050488,PRR20G,protein_coding
ENSMMUG00000045982,U6,snRNA
ENSMMUG00000013069,UBE2E2,protein_coding
ENSMMUG00000065284,ENSMMUG00000065284,protein_coding
ENSMMUG00000058249,ENSMMUG00000058249,pseudogene
