name,rank,species
Bacteria,superkingdom,Candidatus Rhodoluna planktonica
Bacteria,superkingdom,Candidatus Saccharibacteria oral taxon TM7x
Bacteria,superkingdom,Candidatus Solibacter usitatus
Bacteria,superkingdom,Candidatus Sulcia muelleri
Bacteria,superkingdom,Candidatus Xiphinematobacter sp. Idaho Grape
Bacteria,superkingdom,Capnocytophaga gingivalis
Bacteria,superkingdom,Castellaniella defragrans
Bacteria,superkingdom,Caulobacter henricii
Bacteria,superkingdom,Caulobacter mirabilis
Bacteria,superkingdom,Caulobacter sp. K31
Bacteria,superkingdom,Caulobacteraceae bacterium OTSz_A_272
Bacteria,superkingdom,Celeribacter baekdonensis
Bacteria,superkingdom,Celeribacter indicus
Bacteria,superkingdom,Cellulomonas sp. PSBB021
Bacteria,superkingdom,Cellvibrio sp. PSBB023
Bacteria,superkingdom,Chamaesiphon minutus
Bacteria,superkingdom,Chitinophaga caeni
Bacteria,superkingdom,Chitinophaga sp. MD30
Bacteria,superkingdom,Chondrocystis sp. NIES-4102
Bacteria,superkingdom,Chondromyces crocatus
Bacteria,superkingdom,Chroococcidiopsis thermalis
Bacteria,superkingdom,Chryseobacterium taklimakanense
Bacteria,superkingdom,Chryseolinea sp. KIS68-18
Bacteria,superkingdom,Clostridioides difficile
Bacteria,superkingdom,Clostridium botulinum
Bacteria,superkingdom,Clostridium estertheticum
Bacteria,superkingdom,Clostridium saccharobutylicum
Bacteria,superkingdom,Clostridium sp. MF28
Bacteria,superkingdom,Cnuibacter physcomitrellae
Bacteria,superkingdom,Collimonas arenae
Bacteria,superkingdom,Collimonas fungivorans
Bacteria,superkingdom,Collimonas pratensis
Bacteria,superkingdom,Collinsella aerofaciens
Bacteria,superkingdom,Comamonadaceae bacterium A1
Bacteria,superkingdom,Comamonadaceae bacterium B1
Bacteria,superkingdom,Comamonas aquatica
Bacteria,superkingdom,Comamonas kerstersii
Bacteria,superkingdom,Comamonas serinivorans
Bacteria,superkingdom,Comamonas testosteroni
Bacteria,superkingdom,Conexibacter woesei
Bacteria,superkingdom,Corallococcus coralloides
Bacteria,superkingdom,Corynebacterium diphtheriae
Bacteria,superkingdom,Corynebacterium glutamicum
Bacteria,superkingdom,Corynebacterium glyciniphilum
Bacteria,superkingdom,Corynebacterium imitans
Bacteria,superkingdom,Corynebacterium jeikeium
Bacteria,superkingdom,Corynebacterium riegelii
Bacteria,superkingdom,Corynebacterium sphenisci
Bacteria,superkingdom,Corynebacterium ureicelerivorans
Bacteria,superkingdom,Crinalium epipsammum
Bacteria,superkingdom,Croceicoccus marinus
Bacteria,superkingdom,Croceicoccus naphthovorans
Bacteria,superkingdom,Cupriavidus gilardii
Bacteria,superkingdom,Cupriavidus metallidurans
Bacteria,superkingdom,Curtobacterium pusillum
Bacteria,superkingdom,Curtobacterium sp. MR_MD2014
Bacteria,superkingdom,Curvibacter
Bacteria,superkingdom,Curvibacter sp. AEP1-3
Bacteria,superkingdom,Cutibacterium acnes
Bacteria,superkingdom,Cutibacterium granulosum
Bacteria,superkingdom,Cyanobium gracile
Bacteria,superkingdom,Cyanobium sp. NIES-981
Bacteria,superkingdom,Cytophaga hutchinsonii
Bacteria,superkingdom,Dactylococcopsis salina
Bacteria,superkingdom,Dechloromonas aromatica
Bacteria,superkingdom,Dechloromonas sp. HYN0024
Bacteria,superkingdom,Defluviimonas alba
Bacteria,superkingdom,Dehalogenimonas formicexedens
Bacteria,superkingdom,Deinococcus sp. NW-56
Bacteria,superkingdom,Delftia sp. Cs1-4
Bacteria,superkingdom,Delftia tsuruhatensis
Bacteria,superkingdom,Dermabacter vaginalis
Bacteria,superkingdom,Dermacoccus nishinomiyaensis
Bacteria,superkingdom,Desulfitobacterium metallireducens
Bacteria,superkingdom,Desulfomicrobium baculatum
Bacteria,superkingdom,Desulfosporosinus acidiphilus
Bacteria,superkingdom,Desulfosporosinus youngiae
Bacteria,superkingdom,Desulfovibrio alaskensis
Bacteria,superkingdom,Desulfovibrio vulgaris
Bacteria,superkingdom,Devosia sp. A16
Bacteria,superkingdom,Devosia sp. I507
Bacteria,superkingdom,Diaphorobacter polyhydroxybutyrativorans
Bacteria,superkingdom,Dietzia lutea
Bacteria,superkingdom,Dietzia psychralcaliphila
Bacteria,superkingdom,Dietzia sp. JS16-p6b
Bacteria,superkingdom,Dietzia sp. oral taxon 368
Bacteria,superkingdom,Dietzia timorensis
Bacteria,superkingdom,Dolichospermum compactum
Bacteria,superkingdom,Dyadobacter fermentans
Bacteria,superkingdom,Edwardsiella ictaluri
Bacteria,superkingdom,Elizabethkingia bruuniana
Bacteria,superkingdom,Enterobacter cloacae
Bacteria,superkingdom,Enterococcus faecalis
Bacteria,superkingdom,Erysipelotrichaceae bacterium I46
Bacteria,superkingdom,Erythrobacter gangjinensis
Bacteria,superkingdom,Escherichia coli
Bacteria,superkingdom,Eubacterium hallii
Bacteria,superkingdom,Eubacterium hallii
Bacteria,superkingdom,Eubacterium rectale
Bacteria,superkingdom,Eubacterium rectale
Bacteria,superkingdom,Exiguobacterium sp. AT1b
Bacteria,superkingdom,Faecalibacterium prausnitzii
Bacteria,superkingdom,Ferriphaselus amnicola
Bacteria,superkingdom,Fibrella aestuarina
Bacteria,superkingdom,Filimonas lacunae
Bacteria,superkingdom,Fimbriimonas ginsengisoli
Bacteria,superkingdom,Finegoldia magna
Bacteria,superkingdom,Fischerella sp. NIES-3754
Bacteria,superkingdom,Flavisolibacter tropicus
Bacteria,superkingdom,Flavobacterium anhuiense
Bacteria,superkingdom,Flavobacterium branchiophilum
Bacteria,superkingdom,Flavobacterium columnare
Bacteria,superkingdom,Flavobacterium commune
Bacteria,superkingdom,Flavobacterium crassostreae
Bacteria,superkingdom,Flavobacterium faecale
Bacteria,superkingdom,Flavobacterium gilvum
Bacteria,superkingdom,Flavobacterium indicum
Bacteria,superkingdom,Flavobacterium johnsoniae
Bacteria,superkingdom,Flavobacterium psychrophilum
Bacteria,superkingdom,Flavobacterium sp. AJ004
Bacteria,superkingdom,Flavobacterium sp. HYN0049
Bacteria,superkingdom,Flavobacterium sp. HYN0056
Bacteria,superkingdom,Flavobacterium sp. HYN0086
Bacteria,superkingdom,Fluviicola taffensis
Bacteria,superkingdom,Friedmanniella sagamiharensis
Bacteria,superkingdom,Fuerstia marisgermanicae
Bacteria,superkingdom,Fusobacterium nucleatum
Bacteria,superkingdom,Gardnerella vaginalis
Bacteria,superkingdom,Gemella morbillorum
Bacteria,superkingdom,Geminocystis sp. NIES-3708
Bacteria,superkingdom,Gemmata obscuriglobus
Bacteria,superkingdom,Gemmata sp. SH-PL17
Bacteria,superkingdom,Gemmobacter sp. HYN0069
Bacteria,superkingdom,Geoalkalibacter subterraneus
Bacteria,superkingdom,Geobacter anodireducens
Bacteria,superkingdom,Geodermatophilus obscurus
Bacteria,superkingdom,Gloeomargarita lithophora
Bacteria,superkingdom,Gluconobacter albidus
Bacteria,superkingdom,Haliangium ochraceum
Bacteria,superkingdom,Haliscomenobacter hydrossis
Bacteria,superkingdom,Halomonas hydrothermalis
Bacteria,superkingdom,Halomonas sp. hl-4
Bacteria,superkingdom,Halomonas sp. JS92-SW72
Bacteria,superkingdom,Halothece sp. PCC 7418
Bacteria,superkingdom,Helicobacter pylori
Bacteria,superkingdom,Herbaspirillum seropedicae
Bacteria,superkingdom,Herminiimonas arsenicoxydans
Bacteria,superkingdom,Humibacter sp. BT305
Bacteria,superkingdom,Hydrogenophaga crassostreae
Bacteria,superkingdom,Hydrogenophaga sp. PBC
Bacteria,superkingdom,Hydrogenophaga sp. RAC07
Bacteria,superkingdom,Hydromonas sp. F02
Bacteria,superkingdom,Hyphomicrobium nitrativorans
Bacteria,superkingdom,Janibacter indicus
Bacteria,superkingdom,Janthinobacterium agaricidamnosum
Bacteria,superkingdom,Janthinobacterium sp. LM6
Bacteria,superkingdom,Janthinobacterium sp. Marseille
Bacteria,superkingdom,Janthinobacterium svalbardensis
Bacteria,superkingdom,Ketogulonicigenium vulgare
Bacteria,superkingdom,Kiritimatiella glycovorans
Bacteria,superkingdom,Klebsiella pneumoniae
Bacteria,superkingdom,Kocuria flava
Bacteria,superkingdom,Kocuria palustris
Bacteria,superkingdom,Kocuria turfanensis
Bacteria,superkingdom,Kordia sp. SMS9
Bacteria,superkingdom,Lactobacillus
Bacteria,superkingdom,Lactobacillus
Bacteria,superkingdom,Lactobacillus backii
Bacteria,superkingdom,Lactobacillus helveticus
Bacteria,superkingdom,Lactococcus lactis
Bacteria,superkingdom,Lactococcus raffinolactis
Bacteria,superkingdom,Lacunisphaera limnophila
Bacteria,superkingdom,Lawsonella clevelandensis
Bacteria,superkingdom,Leadbetterella byssophila
Bacteria,superkingdom,Legionella pneumophila
Bacteria,superkingdom,Legionella sainthelensi
Bacteria,superkingdom,Leptolyngbya sp. NIES-3755
Bacteria,superkingdom,Leptolyngbya sp. PCC 7376
Bacteria,superkingdom,Leptothrix cholodnii
Bacteria,superkingdom,Leptotrichia buccalis
Bacteria,superkingdom,Leptotrichia sp. oral taxon 498
Bacteria,superkingdom,Limnohabitans sp. 103DPR2
Bacteria,superkingdom,Limnohabitans sp. 63ED37-2
Bacteria,superkingdom,Listeria monocytogenes
Eukaryota,superkingdom,Lobaria pulmonaria
Bacteria,superkingdom,Luteitalea pratensis
Bacteria,superkingdom,Lutibacter sp. LPB0138
Bacteria,superkingdom,Lysinibacillus sphaericus
Bacteria,superkingdom,Marivirga tractuosa
Bacteria,superkingdom,Massilia armeniaca
Bacteria,superkingdom,Massilia putida
Bacteria,superkingdom,Massilia sp. NR 4-1
Bacteria,superkingdom,Massilia sp. WG5
Bacteria,superkingdom,Massilia sp. YMA4
Bacteria,superkingdom,Massilia timonae
Bacteria,superkingdom,Massilia violaceinigra
Bacteria,superkingdom,Megamonas hypermegale
Bacteria,superkingdom,Melaminivora sp. SC2-7
Bacteria,superkingdom,Melaminivora sp. SC2-9
Bacteria,superkingdom,Melioribacter roseus
Bacteria,superkingdom,Methylibium petroleiphilum
Bacteria,superkingdom,Methylobacterium phyllosphaerae
Bacteria,superkingdom,Methylobacterium sp. 17SD2-17
Bacteria,superkingdom,Methylobacterium sp. AMS5
Bacteria,superkingdom,Methylobacterium sp. C1
Bacteria,superkingdom,Methylobacterium sp. DM1
Bacteria,superkingdom,Methylobacterium sp. XJLM
Bacteria,superkingdom,Methylomicrobium album
Bacteria,superkingdom,Methylomonas denitrificans
Bacteria,superkingdom,Methylophilus sp. TWE2
Bacteria,superkingdom,Methylorubrum extorquens
Bacteria,superkingdom,Methylotenera mobilis
Bacteria,superkingdom,Methylotenera versatilis
Bacteria,superkingdom,Microbacterium paraoxydans
Bacteria,superkingdom,Microbacterium pygmaeum
Bacteria,superkingdom,Microbacterium sp. PAMC 28756
Bacteria,superkingdom,Microbacterium sp. PM5
Bacteria,superkingdom,Microbacterium sp. str. 'China'
Bacteria,superkingdom,Microcella alkaliphila
Bacteria,superkingdom,Micrococcus luteus
Bacteria,superkingdom,Microcoleus sp. PCC 7113
Bacteria,superkingdom,Microvirga sp. 17 mud 1-3
Bacteria,superkingdom,Mitsuaria sp. 7
Bacteria,superkingdom,Modestobacter marinus
Bacteria,superkingdom,Moraxella bovoculi
Bacteria,superkingdom,Moraxella osloensis
Bacteria,superkingdom,Moraxellaceae bacterium HYN0046
Bacteria,superkingdom,Morganella morganii
Bacteria,superkingdom,Mucilaginibacter sp. PAMC 26640
Viruses,superkingdom,Murine leukemia virus
Viruses,superkingdom,Mus musculus mobilized endogenous polytropic provirus
Bacteria,superkingdom,Mycobacterium tuberculosis
Bacteria,superkingdom,Mycolicibacterium neoaurum
Bacteria,superkingdom,Mycoplasma
Bacteria,superkingdom,Mycoplasma
Bacteria,superkingdom,Mycoplasma
Bacteria,superkingdom,Mycoplasma
Bacteria,superkingdom,Mycoplasma bovis
Bacteria,superkingdom,Myxococcus fulvus
Bacteria,superkingdom,Neisseria gonorrhoeae
Bacteria,superkingdom,Neisseria meningitidis
Bacteria,superkingdom,Neisseriaceae bacterium DSM 100970
Bacteria,superkingdom,Niabella ginsenosidivorans
Bacteria,superkingdom,Niabella soli
Bacteria,superkingdom,Niastella koreensis
Bacteria,superkingdom,Nitrosomonas communis
Bacteria,superkingdom,Nitrosomonas sp. Is79A3
Bacteria,superkingdom,Nitrospira defluvii
Bacteria,superkingdom,Nitrospira japonica
Bacteria,superkingdom,Nitrospira moscoviensis
Bacteria,superkingdom,Nocardioides dokdonensis
Bacteria,superkingdom,Nocardioides sp. 78
Bacteria,superkingdom,Nocardioides sp. CF8
Bacteria,superkingdom,Nocardioides sp. JS614
Bacteria,superkingdom,Nonomuraea sp. ATCC 55076
Bacteria,superkingdom,Nostoc flagelliforme
Bacteria,superkingdom,Nostoc sp. 'Peltigera membranacea cyanobiont' N6
Bacteria,superkingdom,Nostoc sphaeroides
Bacteria,superkingdom,Novosphingobium aromaticivorans
Bacteria,superkingdom,Novosphingobium sp. THN1
Bacteria,superkingdom,Oblitimonas alkaliphila
Bacteria,superkingdom,Ochrobactrum anthropi
Bacteria,superkingdom,Odoribacter splanchnicus
Bacteria,superkingdom,Oligella urethralis
Bacteria,superkingdom,Opitutus sp. GAS368
Bacteria,superkingdom,Opitutus terrae
Bacteria,superkingdom,Ornithobacterium rhinotracheale
Bacteria,superkingdom,Oscillatoria acuminata
Bacteria,superkingdom,Oscillatoria nigro-viridis
Bacteria,superkingdom,Oscillatoriales cyanobacterium JSC-12
Bacteria,superkingdom,Ottowia oryzae
Bacteria,superkingdom,Ottowia sp. oral taxon 894
Bacteria,superkingdom,Paenibacillus polymyxa
Bacteria,superkingdom,Paeniclostridium sordellii
Bacteria,superkingdom,Pajaroellobacter abortibovis
Bacteria,superkingdom,Paludisphaera borealis
Bacteria,superkingdom,Parabacteroides
Bacteria,superkingdom,Parabacteroides sp. CT06
Bacteria,superkingdom,Parachlamydia acanthamoebae
Bacteria,superkingdom,Paracoccus aminovorans
Bacteria,superkingdom,Paracoccus sp. CBA4604
Bacteria,superkingdom,Paracoccus yeei
Bacteria,superkingdom,Parageobacillus thermoglucosidasius
Bacteria,superkingdom,Parvibaculum lavamentivorans
Bacteria,superkingdom,Pasteurella multocida
Bacteria,superkingdom,Paucibacter sp. KCTC 42545
Bacteria,superkingdom,Pedobacter cryoconitis
Bacteria,superkingdom,Pelobacter propionicus
Bacteria,superkingdom,Pelosinus fermentans
Bacteria,superkingdom,Peptoniphilus sp. ING2-D1G
Bacteria,superkingdom,Phenylobacterium sp. HYN0004
Bacteria,superkingdom,Phenylobacterium zucineum
Bacteria,superkingdom,Phycisphaera mikurensis
Bacteria,superkingdom,Pirellula staleyi
Bacteria,superkingdom,Planctomyces sp. SH-PL14
Bacteria,superkingdom,Planctomyces sp. SH-PL62
Bacteria,superkingdom,Planctopirus limnophila
Bacteria,superkingdom,Polaromonas naphthalenivorans
Bacteria,superkingdom,Polaromonas sp. JS666
Bacteria,superkingdom,Polyangium brachysporum
Bacteria,superkingdom,Polyangium brachysporum
Bacteria,superkingdom,Polynucleobacter necessarius
Bacteria,superkingdom,Porphyromonas gingivalis
Bacteria,superkingdom,Prevotella denticola
Bacteria,superkingdom,Prevotella intermedia
Bacteria,superkingdom,Prevotella melaninogenica
Bacteria,superkingdom,Prochlorococcus marinus
Bacteria,superkingdom,Pseudarcicella sp. HME7025
Bacteria,superkingdom,Pseudoarcobacter suis
Bacteria,superkingdom,Pseudoflavitalea sp. 5GH32-13
Bacteria,superkingdom,Pseudomonas
Bacteria,superkingdom,Pseudomonas
Bacteria,superkingdom,Pseudomonas
Bacteria,superkingdom,Pseudomonas aeruginosa
Bacteria,superkingdom,Pseudomonas alcaligenes
Bacteria,superkingdom,Pseudomonas fragi
Bacteria,superkingdom,Pseudomonas mendocina
Bacteria,superkingdom,Pseudomonas protegens
Bacteria,superkingdom,Pseudomonas putida
Bacteria,superkingdom,Pseudomonas sp. phDV1
Bacteria,superkingdom,Pseudomonas sp. SWI6
Bacteria,superkingdom,Pseudomonas sp. WCS374
Bacteria,superkingdom,Pseudomonas tolaasii
Bacteria,superkingdom,Pseudopedobacter saltans
Bacteria,superkingdom,Pseudoxanthomonas suwonensis
Bacteria,superkingdom,Psychrobacter
Bacteria,superkingdom,Psychrobacter alimentarius
Bacteria,superkingdom,Psychrobacter cryohalolentis
Bacteria,superkingdom,Psychrobacter sp. AntiMn-1
Bacteria,superkingdom,Psychrobacter sp. DAB_AL43B
Bacteria,superkingdom,Psychrobacter sp. P11F6
Bacteria,superkingdom,Psychrobacter sp. P2G3
Bacteria,superkingdom,Psychrobacter sp. PRwf-1
Bacteria,superkingdom,Psychrobacter sp. YP14
Bacteria,superkingdom,Ralstonia pickettii
Bacteria,superkingdom,Ralstonia solanacearum
Bacteria,superkingdom,Ramlibacter tataouinensis
Bacteria,superkingdom,Renibacterium salmoninarum
Bacteria,superkingdom,Rhizobacter gummiphilus
Bacteria,superkingdom,Rhizobium sp. NT-26
Bacteria,superkingdom,Rhizorhabdus dicambivorans
Bacteria,superkingdom,Rhodobacter sp. LPB0142
Bacteria,superkingdom,Rhodobacter sphaeroides
Bacteria,superkingdom,Rhodobacteraceae bacterium
Bacteria,superkingdom,Rhodobacteraceae bacterium QY30
Bacteria,superkingdom,Rhodococcus aetherivorans
Bacteria,superkingdom,Rhodococcus qingshengii
Bacteria,superkingdom,Rhodococcus ruber
Bacteria,superkingdom,Rhodococcus sp. 008
Bacteria,superkingdom,Rhodococcus sp. BH4
Bacteria,superkingdom,Rhodococcus sp. p52
Bacteria,superkingdom,Rhodococcus sp. YL-1
Bacteria,superkingdom,Rhodocyclaceae bacterium
Bacteria,superkingdom,Rhodoferax antarcticus
Bacteria,superkingdom,Rhodoferax ferrireducens
Bacteria,superkingdom,Rhodoferax koreense
Bacteria,superkingdom,Rhodoferax saidenbachensis
Bacteria,superkingdom,Rhodoluna lacicola
Bacteria,superkingdom,Rhodomicrobium vannielii
Bacteria,superkingdom,Rhodopirellula baltica
Bacteria,superkingdom,Rhodoplanes sp. Z2-YC6860
Bacteria,superkingdom,Rhodopseudomonas palustris
Bacteria,superkingdom,Riemerella anatipestifer
Bacteria,superkingdom,Roseateles depolymerans
Bacteria,superkingdom,Roseomonas sp. FDAARGOS_362
Bacteria,superkingdom,Rothia mucilaginosa
Bacteria,superkingdom,Rubinisphaera brasiliensis
Bacteria,superkingdom,Rubrivivax gelatinosus
Bacteria,superkingdom,Ruminococcus champanellensis
Bacteria,superkingdom,Salmonella enterica
Bacteria,superkingdom,Sandaracinus amylolyticus
