case,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads,group,sex,log,n
19.unmapped,Dialister pneumosintes,39950,S,305,72,377,9.00E-05,control,male,-4.045757491,1
19.unmapped,Megasphaera elsdenii,907,S,334,240,574,0.00014,control,male,-3.853871964,1
19.unmapped,Megasphaera hexanoica,1675036,S,97,45,142,3.00E-05,control,male,-4.522878745,1
19.unmapped,Negativicoccus massiliensis,1702287,S,88,24,112,3.00E-05,control,male,-4.522878745,1
19.unmapped,Acidaminococcus fermentans,905,S,454,573,1027,0.00025,control,male,-3.602059991,1
19.unmapped,Acidaminococcus intestini,187327,S,124,126,250,6.00E-05,control,male,-4.22184875,1
19.unmapped,Erysipelothrix rhusiopathiae,1648,S,381,219,600,0.00015,control,male,-3.823908741,1
19.unmapped,Erysipelothrix larvae,1514105,S,148,41,189,5.00E-05,control,male,-4.301029996,1
19.unmapped,Faecalitalea cylindroides,39483,S,323,277,600,0.00015,control,male,-3.823908741,1
19.unmapped,Faecalibaculum rodentium,1702221,S,227,221,448,0.00011,control,male,-3.958607315,1
19.unmapped,Turicibacter sp. H121,1712675,S,194,55,249,6.00E-05,control,male,-4.22184875,1
19.unmapped,Erysipelotrichaceae bacterium GAM147,2109692,S,69,224,293,7.00E-05,control,male,-4.15490196,1
19.unmapped,Anaerococcus prevotii,33034,S,161,172,333,8.00E-05,control,male,-4.096910013,1
19.unmapped,Anaerococcus mediterraneensis,1870984,S,94,90,184,4.00E-05,control,male,-4.397940009,1
19.unmapped,Finegoldia magna,1260,S,188,2,190,5.00E-05,control,male,-4.301029996,1
19.unmapped,Parvimonas micra,33033,S,86,37,123,3.00E-05,control,male,-4.522878745,1
19.unmapped,Murdochiella vaginalis,1852373,S,84,27,111,3.00E-05,control,male,-4.522878745,1
19.unmapped,Peptoniphilus sp. ING2-D1G,1912856,S,27,3,30,1.00E-05,control,male,-5,1
19.unmapped,Gottschalkia acidurici,1556,S,238,9,247,6.00E-05,control,male,-4.22184875,1
19.unmapped,[Clostridium] ultunense,45497,S,81,4,85,2.00E-05,control,male,-4.698970004,1
19.unmapped,Ezakiella massiliensis,1852374,S,92,23,115,3.00E-05,control,male,-4.522878745,1
19.unmapped,Limnochorda pilosa,1555112,S,107,2,109,3.00E-05,control,male,-4.522878745,1
19.unmapped,Synechococcus sp. JA-2-3B'a(2-13),321332,S,4316,3769,8085,0.00196,control,male,-2.707743929,1
19.unmapped,Synechococcus sp. PCC 6312,195253,S,1706,1275,2981,0.00072,control,male,-3.142667504,1
19.unmapped,Synechococcus sp. RCC307,316278,S,1127,1863,2990,0.00073,control,male,-3.13667714,1
19.unmapped,Synechococcus sp. PCC 7502,1173263,S,611,332,943,0.00023,control,male,-3.638272164,1
19.unmapped,Synechococcus sp. PCC 7336,195250,S,175,87,262,6.00E-05,control,male,-4.22184875,1
19.unmapped,Synechococcus lividus,33070,S,158,445,603,0.00015,control,male,-3.823908741,1
19.unmapped,Synechococcus sp. SynAce01,1916956,S,119,340,459,0.00011,control,male,-3.958607315,1
19.unmapped,Synechococcus sp. JA-3-3Ab,321327,S,81,60,141,3.00E-05,control,male,-4.522878745,1
19.unmapped,Synechococcus sp. NIES-970,1827144,S,44,107,151,4.00E-05,control,male,-4.397940009,1
19.unmapped,Synechococcus sp. CC9902,316279,S,29,57,86,2.00E-05,control,male,-4.698970004,1
19.unmapped,Synechococcus sp. KORDI-49,585423,S,17,36,53,1.00E-05,control,male,-5,1
19.unmapped,Synechococcus sp. CC9311,64471,S,11,19,30,1.00E-05,control,male,-5,1
19.unmapped,Thermosynechococcus elongatus,146786,S,20,43,63,2.00E-05,control,male,-4.698970004,1
19.unmapped,Cyanobium gracile,59930,S,11,44,55,1.00E-05,control,male,-5,1
19.unmapped,Chamaesiphon minutus,1173032,S,6532,6802,13334,0.00324,control,male,-2.48945499,1
19.unmapped,Leptolyngbya sp. PCC 7376,111781,S,700,944,1644,4.00E-04,control,male,-3.397940009,1
19.unmapped,Leptolyngbya sp. NIES-3755,1752064,S,373,526,899,0.00022,control,male,-3.657577319,1
19.unmapped,Leptolyngbya sp. O-77,1080068,S,137,104,241,6.00E-05,control,male,-4.22184875,1
19.unmapped,Prochlorococcus marinus,1219,S,48,231,279,7.00E-05,control,male,-4.15490196,1
19.unmapped,Synechocystis sp. PCC 6714,1147,S,42,206,248,6.00E-05,control,male,-4.22184875,1
19.unmapped,Halomicronema hongdechloris,1209493,S,112,70,182,4.00E-05,control,male,-4.397940009,1
19.unmapped,Acaryochloris marina,155978,S,54,28,82,2.00E-05,control,male,-4.698970004,1
19.unmapped,Pseudanabaena sp. PCC 7367,82654,S,41,18,59,1.00E-05,control,male,-5,1
19.unmapped,Oscillatoria nigro-viridis,482564,S,3084,6148,9232,0.00224,control,male,-2.649751982,1
19.unmapped,Oscillatoria acuminata,118323,S,61,92,153,4.00E-05,control,male,-4.397940009,1
19.unmapped,Moorea producens,1155739,S,664,20,684,0.00017,control,male,-3.769551079,1
19.unmapped,Cyanothece sp. PCC 7822,497965,S,228,237,465,0.00011,control,male,-3.958607315,1
19.unmapped,Cyanothece sp. PCC 7425,395961,S,100,94,194,5.00E-05,control,male,-4.301029996,1
19.unmapped,Cyanothece sp. PCC 7424,65393,S,23,27,50,1.00E-05,control,male,-5,1
19.unmapped,Crinalium epipsammum,241425,S,271,773,1044,0.00025,control,male,-3.602059991,1
19.unmapped,Trichodesmium erythraeum,1206,S,91,54,145,4.00E-05,control,male,-4.397940009,1
19.unmapped,Planktothrix agardhii,1160,S,69,127,196,5.00E-05,control,male,-4.301029996,1
19.unmapped,Microcoleus sp. PCC 7113,1173027,S,39,69,108,3.00E-05,control,male,-4.522878745,1
19.unmapped,Oscillatoriales cyanobacterium JSC-12,864702,S,248,422,670,0.00016,control,male,-3.795880017,1
19.unmapped,Geitlerinema sp. PCC 7407,1173025,S,176,307,483,0.00012,control,male,-3.920818754,1
19.unmapped,Geminocystis sp. NIES-3708,1615909,S,1815,1789,3604,0.00088,control,male,-3.055517328,1
19.unmapped,Geminocystis sp. NIES-3709,1617448,S,74,66,140,3.00E-05,control,male,-4.522878745,1
19.unmapped,Chondrocystis sp. NIES-4102,2005460,S,1651,3916,5567,0.00135,control,male,-2.869666232,1
19.unmapped,Gloeocapsa sp. PCC 7428,1173026,S,173,337,510,0.00012,control,male,-3.920818754,1
19.unmapped,Candidatus Atelocyanobacterium thalassa,713887,S,404,1265,1669,0.00041,control,male,-3.387216143,1
19.unmapped,Halothece sp. PCC 7418,65093,S,331,1978,2309,0.00056,control,male,-3.251811973,1
19.unmapped,Cyanobacterium aponinum,379064,S,325,515,840,2.00E-04,control,male,-3.698970004,1
19.unmapped,Microcystis sp. MC19,1967666,S,18,62,80,2.00E-05,control,male,-4.698970004,1
19.unmapped,Nostoc sphaeroides,446679,S,101,234,335,8.00E-05,control,male,-4.096910013,1
19.unmapped,Nostoc sp. PCC 7524,28072,S,72,130,202,5.00E-05,control,male,-4.301029996,1
19.unmapped,Nostoc sp. CENA543,1869241,S,65,96,161,4.00E-05,control,male,-4.397940009,1
19.unmapped,Nostoc piscinale,224012,S,59,100,159,4.00E-05,control,male,-4.397940009,1
19.unmapped,Nostoc linckia,92942,S,40,68,108,3.00E-05,control,male,-4.522878745,1
19.unmapped,Nostoc sp. NIES-3756,1751286,S,40,680,720,0.00017,control,male,-3.769551079,1
19.unmapped,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',1618022,S,29,43,72,2.00E-05,control,male,-4.698970004,1
19.unmapped,Nostoc punctiforme,272131,S,19,33,52,1.00E-05,control,male,-5,1
19.unmapped,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,1261031,S,15,25,40,1.00E-05,control,male,-5,1
19.unmapped,Trichormus azollae,1164,S,118,175,293,7.00E-05,control,male,-4.15490196,1
19.unmapped,Trichormus variabilis,264691,S,37,161,198,5.00E-05,control,male,-4.301029996,1
19.unmapped,Anabaena sp. 90,46234,S,17,85,102,2.00E-05,control,male,-4.698970004,1
19.unmapped,Anabaena sp. WA102,1647413,S,13,110,123,3.00E-05,control,male,-4.522878745,1
19.unmapped,Scytonema sp. HK-05,1137095,S,1455,2374,3829,0.00093,control,male,-3.031517051,1
19.unmapped,Calothrix sp. NIES-4101,2005461,S,100,238,338,8.00E-05,control,male,-4.096910013,1
19.unmapped,Calothrix sp. NIES-3974,2005462,S,63,46,109,3.00E-05,control,male,-4.522878745,1
19.unmapped,Calothrix parietina,32054,S,20,41,61,1.00E-05,control,male,-5,1
19.unmapped,Calothrix sp. NIES-2098,1954171,S,19,78,97,2.00E-05,control,male,-4.698970004,1
19.unmapped,Dolichospermum compactum,136073,S,205,1576,1781,0.00043,control,male,-3.366531544,1
19.unmapped,Raphidiopsis curvata,312883,S,65,91,156,4.00E-05,control,male,-4.397940009,1
19.unmapped,Fischerella sp. NIES-3754,1752063,S,94,264,358,9.00E-05,control,male,-4.045757491,1
19.unmapped,Nostocales cyanobacterium HT-58-2,1940762,S,21,29,50,1.00E-05,control,male,-5,1
19.unmapped,Gloeobacter violaceus,33072,S,199,388,587,0.00014,control,male,-3.853871964,1
19.unmapped,Gloeobacter kilaueensis,1416614,S,95,195,290,7.00E-05,control,male,-4.15490196,1
19.unmapped,Gloeomargarita lithophora,1188228,S,207,108,315,8.00E-05,control,male,-4.096910013,1
19.unmapped,Stanieria cyanosphaera,102116,S,25,189,214,5.00E-05,control,male,-4.301029996,1
19.unmapped,Pleurocapsa minor,54308,S,49,94,143,3.00E-05,control,male,-4.522878745,1
19.unmapped,Chroococcidiopsis thermalis,54299,S,176,390,566,0.00014,control,male,-3.853871964,1
19.unmapped,cyanobacterium endosymbiont of Epithemia turgida,718217,S,62,212,274,7.00E-05,control,male,-4.15490196,1
19.unmapped,Brevefilum fermentans,1986204,S,1719,185,1904,0.00046,control,male,-3.337242168,1
19.unmapped,Anaerolinea thermophila,167964,S,1116,376,1492,0.00036,control,male,-3.443697499,1
19.unmapped,Anaerolineaceae bacterium oral taxon 439,1889813,S,634,192,826,2.00E-04,control,male,-3.698970004,1
19.unmapped,Dehalogenimonas lykanthroporepellens,552810,S,610,865,1475,0.00036,control,male,-3.443697499,1
19.unmapped,Dehalogenimonas formicexedens,1839801,S,58,31,89,2.00E-05,control,male,-4.698970004,1
19.unmapped,Dehalococcoides mccartyi,61435,S,140,674,814,2.00E-04,control,male,-3.698970004,1
19.unmapped,Candidatus Promineofilum breve,1806508,S,844,62,906,0.00022,control,male,-3.657577319,1
19.unmapped,Caldilinea aerophila,133453,S,645,169,814,2.00E-04,control,male,-3.698970004,1
19.unmapped,Roseiflexus sp. RS-1,357808,S,108,154,262,6.00E-05,control,male,-4.22184875,1
19.unmapped,Roseiflexus castenholzii,120962,S,24,40,64,2.00E-05,control,male,-4.698970004,1
19.unmapped,Chloroflexus aggregans,152260,S,17,67,84,2.00E-05,control,male,-4.698970004,1
19.unmapped,Sphaerobacter thermophilus,2057,S,90,37,127,3.00E-05,control,male,-4.522878745,1
19.unmapped,Thermomicrobium roseum,500,S,48,18,66,2.00E-05,control,male,-4.698970004,1
19.unmapped,Mycoplasma pulmonis,2107,S,989,397,1386,0.00034,control,male,-3.468521083,1
19.unmapped,Mycoplasma sp. (ex Biomphalaria glabrata),1749074,S,260,22,282,7.00E-05,control,male,-4.15490196,1
19.unmapped,Mycoplasma bovirhinis,29553,S,76,232,308,7.00E-05,control,male,-4.15490196,1
19.unmapped,Mycoplasma pneumoniae,2104,S,66,340,406,1.00E-04,control,male,-4,1
19.unmapped,Mycoplasma flocculare,2128,S,58,1185,1243,3.00E-04,control,male,-3.522878745,1
19.unmapped,Mycoplasma mycoides,2102,S,19,348,367,9.00E-05,control,male,-4.045757491,1
19.unmapped,Mycoplasma capricolum,2095,S,17,95,112,3.00E-05,control,male,-4.522878745,1
19.unmapped,Mycoplasma crocodyli,50052,S,52,61,113,3.00E-05,control,male,-4.522878745,1
19.unmapped,Mycoplasma gallisepticum,2096,S,50,180,230,6.00E-05,control,male,-4.22184875,1
19.unmapped,Mycoplasma hyosynoviae,29559,S,44,41,85,2.00E-05,control,male,-4.698970004,1
19.unmapped,Mycoplasma dispar,86660,S,43,109,152,4.00E-05,control,male,-4.397940009,1
19.unmapped,Mycoplasma bovoculi,45362,S,43,61,104,3.00E-05,control,male,-4.522878745,1
19.unmapped,Mycoplasma bovis,28903,S,16,736,752,0.00018,control,male,-3.744727495,1
19.unmapped,Mycoplasma cloacale,92401,S,12,31,43,1.00E-05,control,male,-5,1
19.unmapped,Mycoplasma hyorhinis,2100,S,11,66,77,2.00E-05,control,male,-4.698970004,1
19.unmapped,Candidatus Phytoplasma mali,37692,S,279,97,376,9.00E-05,control,male,-4.045757491,1
19.unmapped,Maize bushy stunt phytoplasma,202462,S,73,141,214,5.00E-05,control,male,-4.301029996,1
19.unmapped,Candidatus Phytoplasma australiense,59748,S,19,9,28,1.00E-05,control,male,-5,1
19.unmapped,Acholeplasma laidlawii,2148,S,142,84,226,5.00E-05,control,male,-4.301029996,1
19.unmapped,Acholeplasma palmae,38986,S,133,26,159,4.00E-05,control,male,-4.397940009,1
19.unmapped,Acholeplasma brassicae,61635,S,81,49,130,3.00E-05,control,male,-4.522878745,1
19.unmapped,Acholeplasma oculi,35623,S,32,14,46,1.00E-05,control,male,-5,1
19.unmapped,Spiroplasma taiwanense,2145,S,81,77,158,4.00E-05,control,male,-4.397940009,1
19.unmapped,Spiroplasma clarkii,2139,S,14,7,21,1.00E-05,control,male,-5,1
19.unmapped,Spiroplasma phoeniceum,47835,S,12,246,258,6.00E-05,control,male,-4.22184875,1
19.unmapped,Mesoplasma syrphidae,225999,S,24,86,110,3.00E-05,control,male,-4.522878745,1
19.unmapped,Entomoplasma somnilux,215578,S,21,50,71,2.00E-05,control,male,-4.698970004,1
19.unmapped,Candidatus Izimaplasma sp. HR1,1541959,S,26,0,26,1.00E-05,control,male,-5,1
19.unmapped,Deinococcus ficus,317577,S,801,451,1252,3.00E-04,control,male,-3.522878745,1
19.unmapped,Deinococcus wulumuqiensis,980427,S,210,468,678,0.00016,control,male,-3.795880017,1
19.unmapped,Deinococcus proteolyticus,55148,S,199,82,281,7.00E-05,control,male,-4.15490196,1
19.unmapped,Deinococcus gobiensis,502394,S,147,99,246,6.00E-05,control,male,-4.22184875,1
19.unmapped,Deinococcus geothermalis,68909,S,128,69,197,5.00E-05,control,male,-4.301029996,1
19.unmapped,Deinococcus irradiatisoli,2202254,S,96,32,128,3.00E-05,control,male,-4.522878745,1
19.unmapped,Deinococcus sp. NW-56,2080419,S,90,69,159,4.00E-05,control,male,-4.397940009,1
19.unmapped,Deinococcus puniceus,1182568,S,87,18,105,3.00E-05,control,male,-4.522878745,1
19.unmapped,Deinococcus peraridilitoris,432329,S,52,6,58,1.00E-05,control,male,-5,1
19.unmapped,Deinococcus soli Cha et al. 2016,1309411,S,52,448,500,0.00012,control,male,-3.920818754,1
19.unmapped,Deinococcus radiodurans,1299,S,21,36,57,1.00E-05,control,male,-5,1
19.unmapped,Truepera radiovictrix,332249,S,469,48,517,0.00013,control,male,-3.886056648,1
19.unmapped,Thermus scotoductus,37636,S,213,215,428,1.00E-04,control,male,-4,1
19.unmapped,Thermus brockianus,56956,S,27,29,56,1.00E-05,control,male,-5,1
19.unmapped,Meiothermus ruber,277,S,75,7,82,2.00E-05,control,male,-4.698970004,1
19.unmapped,Meiothermus silvanus,52022,S,36,3,39,1.00E-05,control,male,-5,1
19.unmapped,Marinithermus hydrothermalis,186192,S,107,21,128,3.00E-05,control,male,-4.522878745,1
19.unmapped,Oceanithermus profundus,187137,S,67,10,77,2.00E-05,control,male,-4.698970004,1
19.unmapped,Fimbriimonas ginsengisoli,1005039,S,1390,21,1411,0.00034,control,male,-3.468521083,1
19.unmapped,Chthonomonas calidirosea,454171,S,561,1,562,0.00014,control,male,-3.853871964,1
19.unmapped,Thermobaculum terrenum,166501,S,324,10,334,8.00E-05,control,male,-4.096910013,1
19.unmapped,Coprothermobacter proteolyticus,35786,S,48,2,50,1.00E-05,control,male,-5,1
19.unmapped,Flavobacterium faecale,1355330,S,1308,2720,4028,0.00098,control,male,-3.008773924,1
19.unmapped,Flavobacterium branchiophilum,55197,S,980,1421,2401,0.00058,control,male,-3.236572006,1
19.unmapped,Flavobacterium sp. HYN0049,2172098,S,973,2004,2977,0.00072,control,male,-3.142667504,1
19.unmapped,Flavobacterium crassostreae,1763534,S,781,2791,3572,0.00087,control,male,-3.060480747,1
19.unmapped,Flavobacterium indicum,312277,S,776,1545,2321,0.00056,control,male,-3.251811973,1
19.unmapped,Flavobacterium sp. AJ004,1981981,S,686,1422,2108,0.00051,control,male,-3.292429824,1
19.unmapped,Flavobacterium psychrophilum,96345,S,683,2366,3049,0.00074,control,male,-3.13076828,1
19.unmapped,Flavobacterium columnare,996,S,563,1785,2348,0.00057,control,male,-3.244125144,1
19.unmapped,Flavobacterium commune,1306519,S,427,1184,1611,0.00039,control,male,-3.408935393,1
19.unmapped,Flavobacterium gilvum,1492737,S,394,903,1297,0.00032,control,male,-3.494850022,1
19.unmapped,Flavobacterium sp. HYN0056,2183896,S,327,2445,2772,0.00067,control,male,-3.173925197,1
19.unmapped,Flavobacterium sp. HYN0086,2249356,S,254,1755,2009,0.00049,control,male,-3.30980392,1
19.unmapped,Flavobacterium sp. CJ74,2294119,S,239,249,488,0.00012,control,male,-3.920818754,1
19.unmapped,Flavobacterium johnsoniae,986,S,237,2231,2468,6.00E-04,control,male,-3.22184875,1
19.unmapped,Flavobacterium sp. HYN0059,2175091,S,103,99,202,5.00E-05,control,male,-4.301029996,1
19.unmapped,Flavobacterium sp. MEBiC07310,2201181,S,61,113,174,4.00E-05,control,male,-4.397940009,1
19.unmapped,Flavobacterium sp. HYN0048,2162713,S,60,140,200,5.00E-05,control,male,-4.301029996,1
19.unmapped,Flavobacterium arcticum,1784713,S,52,73,125,3.00E-05,control,male,-4.522878745,1
19.unmapped,Flavobacterium anhuiense,459526,S,26,4720,4746,0.00115,control,male,-2.93930216,1
19.unmapped,Kordia sp. SMS9,2282170,S,3861,3096,6957,0.00169,control,male,-2.772113295,1
19.unmapped,Chryseobacterium glaciei,1685010,S,323,982,1305,0.00032,control,male,-3.494850022,1
19.unmapped,Chryseobacterium taklimakanense,536441,S,268,2900,3168,0.00077,control,male,-3.113509275,1
19.unmapped,Chryseobacterium indologenes,253,S,153,990,1143,0.00028,control,male,-3.552841969,1
19.unmapped,Chryseobacterium sp. T16E-39,2015076,S,111,357,468,0.00011,control,male,-3.958607315,1
19.unmapped,Chryseobacterium camelliae,1265445,S,54,402,456,0.00011,control,male,-3.958607315,1
19.unmapped,Chryseobacterium sp. IHB B 17019,1721091,S,54,189,243,6.00E-05,control,male,-4.22184875,1
19.unmapped,Chryseobacterium piperi,558152,S,13,46,59,1.00E-05,control,male,-5,1
19.unmapped,Capnocytophaga gingivalis,1017,S,258,579,837,2.00E-04,control,male,-3.698970004,1
19.unmapped,Capnocytophaga haemolytica,45243,S,109,137,246,6.00E-05,control,male,-4.22184875,1
19.unmapped,Capnocytophaga leadbetteri,327575,S,47,129,176,4.00E-05,control,male,-4.397940009,1
19.unmapped,Capnocytophaga stomatis,1848904,S,24,105,129,3.00E-05,control,male,-4.522878745,1
19.unmapped,Capnocytophaga sputigena,1019,S,19,154,173,4.00E-05,control,male,-4.397940009,1
19.unmapped,Capnocytophaga cynodegmi,28189,S,12,91,103,3.00E-05,control,male,-4.522878745,1
19.unmapped,Ornithobacterium rhinotracheale,28251,S,1021,6588,7609,0.00185,control,male,-2.732828272,1
19.unmapped,Nonlabens dokdonensis,328515,S,314,601,915,0.00022,control,male,-3.657577319,1
19.unmapped,Nonlabens spongiae,331648,S,265,1039,1304,0.00032,control,male,-3.494850022,1
19.unmapped,Nonlabens sp. Hel1_33_55,1336802,S,50,64,114,3.00E-05,control,male,-4.522878745,1
19.unmapped,Nonlabens marinus,930802,S,32,66,98,2.00E-05,control,male,-4.698970004,1
19.unmapped,Flavobacteriaceae bacterium 3519-10,531844,S,555,561,1116,0.00027,control,male,-3.568636236,1
19.unmapped,Flavobacteriaceae bacterium MAR_2010_188,1250295,S,101,74,175,4.00E-05,control,male,-4.397940009,1
19.unmapped,Flavobacteriaceae bacterium UJ101,1150389,S,53,45,98,2.00E-05,control,male,-4.698970004,1
19.unmapped,Flavobacteriaceae bacterium,1871037,S,21,39,60,1.00E-05,control,male,-5,1
19.unmapped,Weeksella virosa,1014,S,563,881,1444,0.00035,control,male,-3.455931956,1
19.unmapped,Riemerella anatipestifer,34085,S,354,965,1319,0.00032,control,male,-3.494850022,1
19.unmapped,Tenacibaculum todarodis,1850252,S,93,531,624,0.00015,control,male,-3.823908741,1
19.unmapped,Tenacibaculum sp. SZ-18,754423,S,81,145,226,5.00E-05,control,male,-4.301029996,1
19.unmapped,Tenacibaculum jejuense,584609,S,62,106,168,4.00E-05,control,male,-4.397940009,1
19.unmapped,Tenacibaculum maritimum,107401,S,20,60,80,2.00E-05,control,male,-4.698970004,1
19.unmapped,Tenacibaculum dicentrarchi,669041,S,17,88,105,3.00E-05,control,male,-4.522878745,1
19.unmapped,Lutibacter profundi,1622118,S,169,249,418,1.00E-04,control,male,-4,1
19.unmapped,Lutibacter sp. LPB0138,1850246,S,109,663,772,0.00019,control,male,-3.721246399,1
19.unmapped,Elizabethkingia anophelis,1117645,S,40,87,127,3.00E-05,control,male,-4.522878745,1
19.unmapped,Elizabethkingia bruuniana,1756149,S,30,510,540,0.00013,control,male,-3.886056648,1
19.unmapped,Arenibacter algicola,616991,S,270,412,682,0.00017,control,male,-3.769551079,1
