name,rank,id,species
cellular organisms,no rank,131567,Solitalea canadensis
Bacteria,superkingdom,2,Solitalea canadensis
FCB group,clade,1783270,Solitalea canadensis
Bacteroidetes/Chlorobi group,clade,68336,Solitalea canadensis
Bacteroidetes,phylum,976,Solitalea canadensis
Sphingobacteriia,class,117747,Solitalea canadensis
Sphingobacteriales,order,200666,Solitalea canadensis
Sphingobacteriaceae,family,84566,Solitalea canadensis
Solitalea,genus,929509,Solitalea canadensis
Solitalea canadensis,species,995,Solitalea canadensis
cellular organisms,no rank,131567,Haliscomenobacter hydrossis
Bacteria,superkingdom,2,Haliscomenobacter hydrossis
FCB group,clade,1783270,Haliscomenobacter hydrossis
Bacteroidetes/Chlorobi group,clade,68336,Haliscomenobacter hydrossis
Bacteroidetes,phylum,976,Haliscomenobacter hydrossis
Saprospiria,class,1937959,Haliscomenobacter hydrossis
Saprospirales,order,1936988,Haliscomenobacter hydrossis
Haliscomenobacteraceae,family,1937961,Haliscomenobacter hydrossis
Haliscomenobacter,genus,2349,Haliscomenobacter hydrossis
Haliscomenobacter hydrossis,species,2350,Haliscomenobacter hydrossis
cellular organisms,no rank,131567,Saprospira grandis
Bacteria,superkingdom,2,Saprospira grandis
FCB group,clade,1783270,Saprospira grandis
Bacteroidetes/Chlorobi group,clade,68336,Saprospira grandis
Bacteroidetes,phylum,976,Saprospira grandis
Saprospiria,class,1937959,Saprospira grandis
Saprospirales,order,1936988,Saprospira grandis
Saprospiraceae,family,89374,Saprospira grandis
Saprospira,genus,1007,Saprospira grandis
Saprospira grandis,species,1008,Saprospira grandis
cellular organisms,no rank,131567,Melioribacter roseus
Bacteria,superkingdom,2,Melioribacter roseus
FCB group,clade,1783270,Melioribacter roseus
Bacteroidetes/Chlorobi group,clade,68336,Melioribacter roseus
Ignavibacteriae,phylum,1134404,Melioribacter roseus
Ignavibacteria,class,795747,Melioribacter roseus
Ignavibacteriales,order,795748,Melioribacter roseus
Melioribacteraceae,family,1334117,Melioribacter roseus
Melioribacter,genus,1134403,Melioribacter roseus
Melioribacter roseus,species,1134405,Melioribacter roseus
cellular organisms,no rank,131567,Gemmatirosa
Bacteria,superkingdom,2,Gemmatirosa
FCB group,clade,1783270,Gemmatirosa
Gemmatimonadetes,phylum,142182,Gemmatirosa
Gemmatimonadetes,class,219685,Gemmatirosa
Gemmatimonadales,order,219686,Gemmatirosa
Gemmatimonadaceae,family,219687,Gemmatirosa
Gemmatirosa,genus,1706036,Gemmatirosa
cellular organisms,no rank,131567,Fibrobacter succinogenes
Bacteria,superkingdom,2,Fibrobacter succinogenes
FCB group,clade,1783270,Fibrobacter succinogenes
Fibrobacteres,phylum,65842,Fibrobacter succinogenes
Fibrobacteria,class,204430,Fibrobacter succinogenes
Fibrobacterales,order,218872,Fibrobacter succinogenes
Fibrobacteraceae,family,204431,Fibrobacter succinogenes
Fibrobacter,genus,832,Fibrobacter succinogenes
Fibrobacter succinogenes,species,833,Fibrobacter succinogenes
cellular organisms,no rank,131567,Verrucomicrobium spinosum
Bacteria,superkingdom,2,Verrucomicrobium spinosum
PVC group,clade,1783257,Verrucomicrobium spinosum
Verrucomicrobia,phylum,74201,Verrucomicrobium spinosum
Verrucomicrobiae,class,203494,Verrucomicrobium spinosum
Verrucomicrobiales,order,48461,Verrucomicrobium spinosum
Verrucomicrobiaceae,family,203557,Verrucomicrobium spinosum
Verrucomicrobium,genus,2735,Verrucomicrobium spinosum
Verrucomicrobium spinosum,species,2736,Verrucomicrobium spinosum
cellular organisms,no rank,131567,Verrucomicrobium sp. GAS474
Bacteria,superkingdom,2,Verrucomicrobium sp. GAS474
PVC group,clade,1783257,Verrucomicrobium sp. GAS474
Verrucomicrobia,phylum,74201,Verrucomicrobium sp. GAS474
Verrucomicrobiae,class,203494,Verrucomicrobium sp. GAS474
Verrucomicrobiales,order,48461,Verrucomicrobium sp. GAS474
Verrucomicrobiaceae,family,203557,Verrucomicrobium sp. GAS474
Verrucomicrobium,genus,2735,Verrucomicrobium sp. GAS474
unclassified Verrucomicrobium,no rank,2625155,Verrucomicrobium sp. GAS474
Verrucomicrobium sp. GAS474,species,1882831,Verrucomicrobium sp. GAS474
cellular organisms,no rank,131567,Akkermansia muciniphila
Bacteria,superkingdom,2,Akkermansia muciniphila
PVC group,clade,1783257,Akkermansia muciniphila
Verrucomicrobia,phylum,74201,Akkermansia muciniphila
Verrucomicrobiae,class,203494,Akkermansia muciniphila
Verrucomicrobiales,order,48461,Akkermansia muciniphila
Akkermansiaceae,family,1647988,Akkermansia muciniphila
Akkermansia,genus,239934,Akkermansia muciniphila
Akkermansia muciniphila,species,239935,Akkermansia muciniphila
cellular organisms,no rank,131567,Akkermansia glycaniphila
Bacteria,superkingdom,2,Akkermansia glycaniphila
PVC group,clade,1783257,Akkermansia glycaniphila
Verrucomicrobia,phylum,74201,Akkermansia glycaniphila
Verrucomicrobiae,class,203494,Akkermansia glycaniphila
Verrucomicrobiales,order,48461,Akkermansia glycaniphila
Akkermansiaceae,family,1647988,Akkermansia glycaniphila
Akkermansia,genus,239934,Akkermansia glycaniphila
Akkermansia glycaniphila,species,1679444,Akkermansia glycaniphila
cellular organisms,no rank,131567,Opitutus sp. GAS368
Bacteria,superkingdom,2,Opitutus sp. GAS368
PVC group,clade,1783257,Opitutus sp. GAS368
Verrucomicrobia,phylum,74201,Opitutus sp. GAS368
Opitutae,class,414999,Opitutus sp. GAS368
Opitutales,order,415000,Opitutus sp. GAS368
Opitutaceae,family,134623,Opitutus sp. GAS368
Opitutus,genus,178440,Opitutus sp. GAS368
unclassified Opitutus,no rank,2649488,Opitutus sp. GAS368
Opitutus sp. GAS368,species,1882749,Opitutus sp. GAS368
cellular organisms,no rank,131567,Opitutus terrae
Bacteria,superkingdom,2,Opitutus terrae
PVC group,clade,1783257,Opitutus terrae
Verrucomicrobia,phylum,74201,Opitutus terrae
Opitutae,class,414999,Opitutus terrae
Opitutales,order,415000,Opitutus terrae
Opitutaceae,family,134623,Opitutus terrae
Opitutus,genus,178440,Opitutus terrae
Opitutus terrae,species,107709,Opitutus terrae
cellular organisms,no rank,131567,Lacunisphaera limnophila
Bacteria,superkingdom,2,Lacunisphaera limnophila
PVC group,clade,1783257,Lacunisphaera limnophila
Verrucomicrobia,phylum,74201,Lacunisphaera limnophila
Opitutae,class,414999,Lacunisphaera limnophila
Opitutales,order,415000,Lacunisphaera limnophila
Opitutaceae,family,134623,Lacunisphaera limnophila
Lacunisphaera,genus,1961799,Lacunisphaera limnophila
Lacunisphaera limnophila,species,1838286,Lacunisphaera limnophila
cellular organisms,no rank,131567,Verrucomicrobia bacterium IMCC26134
Bacteria,superkingdom,2,Verrucomicrobia bacterium IMCC26134
PVC group,clade,1783257,Verrucomicrobia bacterium IMCC26134
Verrucomicrobia,phylum,74201,Verrucomicrobia bacterium IMCC26134
unclassified Verrucomicrobia,no rank,417295,Verrucomicrobia bacterium IMCC26134
Verrucomicrobia bacterium IMCC26134,species,1637999,Verrucomicrobia bacterium IMCC26134
cellular organisms,no rank,131567,Verrucomicrobia bacterium
Bacteria,superkingdom,2,Verrucomicrobia bacterium
PVC group,clade,1783257,Verrucomicrobia bacterium
Verrucomicrobia,phylum,74201,Verrucomicrobia bacterium
unclassified Verrucomicrobia,no rank,417295,Verrucomicrobia bacterium
Verrucomicrobia bacterium,species,2026799,Verrucomicrobia bacterium
cellular organisms,no rank,131567,Candidatus Xiphinematobacter sp. Idaho Grape
Bacteria,superkingdom,2,Candidatus Xiphinematobacter sp. Idaho Grape
PVC group,clade,1783257,Candidatus Xiphinematobacter sp. Idaho Grape
Verrucomicrobia,phylum,74201,Candidatus Xiphinematobacter sp. Idaho Grape
Spartobacteria,class,134549,Candidatus Xiphinematobacter sp. Idaho Grape
Candidatus Xiphinematobacter,genus,134550,Candidatus Xiphinematobacter sp. Idaho Grape
unclassified Candidatus Xiphinematobacter,no rank,2648876,Candidatus Xiphinematobacter sp. Idaho Grape
Candidatus Xiphinematobacter sp. Idaho Grape,species,1704307,Candidatus Xiphinematobacter sp. Idaho Grape
cellular organisms,no rank,131567,Rhodopirellula baltica
Bacteria,superkingdom,2,Rhodopirellula baltica
PVC group,clade,1783257,Rhodopirellula baltica
Planctomycetes,phylum,203682,Rhodopirellula baltica
Planctomycetia,class,203683,Rhodopirellula baltica
Pirellulales,order,2691354,Rhodopirellula baltica
Pirellulaceae,family,2691357,Rhodopirellula baltica
Rhodopirellula,genus,265488,Rhodopirellula baltica
Rhodopirellula baltica,species,265606,Rhodopirellula baltica
cellular organisms,no rank,131567,Thermogutta terrifontis
Bacteria,superkingdom,2,Thermogutta terrifontis
PVC group,clade,1783257,Thermogutta terrifontis
Planctomycetes,phylum,203682,Thermogutta terrifontis
Planctomycetia,class,203683,Thermogutta terrifontis
Pirellulales,order,2691354,Thermogutta terrifontis
Thermoguttaceae,family,2691358,Thermogutta terrifontis
Thermogutta,genus,1676125,Thermogutta terrifontis
Thermogutta terrifontis,species,1331910,Thermogutta terrifontis
cellular organisms,no rank,131567,Pirellula staleyi
Bacteria,superkingdom,2,Pirellula staleyi
PVC group,clade,1783257,Pirellula staleyi
Planctomycetes,phylum,203682,Pirellula staleyi
Planctomycetia,class,203683,Pirellula staleyi
Pirellulales,order,2691354,Pirellula staleyi
Pirellulaceae,family,2691357,Pirellula staleyi
Pirellula,genus,123,Pirellula staleyi
Pirellula staleyi,species,125,Pirellula staleyi
cellular organisms,no rank,131567,Fuerstia marisgermanicae
Bacteria,superkingdom,2,Fuerstia marisgermanicae
PVC group,clade,1783257,Fuerstia marisgermanicae
Planctomycetes,phylum,203682,Fuerstia marisgermanicae
Planctomycetia,class,203683,Fuerstia marisgermanicae
Planctomycetales,order,112,Fuerstia marisgermanicae
Planctomycetaceae,family,126,Fuerstia marisgermanicae
Fuerstiella,genus,1936111,Fuerstia marisgermanicae
Fuerstiella marisgermanici,species,1891926,Fuerstia marisgermanicae
cellular organisms,no rank,131567,Planctopirus limnophila
Bacteria,superkingdom,2,Planctopirus limnophila
PVC group,clade,1783257,Planctopirus limnophila
Planctomycetes,phylum,203682,Planctopirus limnophila
Planctomycetia,class,203683,Planctopirus limnophila
Planctomycetales,order,112,Planctopirus limnophila
Planctomycetaceae,family,126,Planctopirus limnophila
Planctopirus,genus,1649480,Planctopirus limnophila
Planctopirus limnophila,species,120,Planctopirus limnophila
cellular organisms,no rank,131567,Planctomyces sp. SH-PL14
Bacteria,superkingdom,2,Planctomyces sp. SH-PL14
PVC group,clade,1783257,Planctomyces sp. SH-PL14
Planctomycetes,phylum,203682,Planctomyces sp. SH-PL14
Planctomycetia,class,203683,Planctomyces sp. SH-PL14
Planctomycetales,order,112,Planctomyces sp. SH-PL14
Planctomycetaceae,family,126,Planctomyces sp. SH-PL14
Planctomyces,genus,118,Planctomyces sp. SH-PL14
unclassified Planctomyces,no rank,2648843,Planctomyces sp. SH-PL14
Planctomyces sp. SH-PL14,species,1632864,Planctomyces sp. SH-PL14
cellular organisms,no rank,131567,Planctomyces sp. SH-PL62
Bacteria,superkingdom,2,Planctomyces sp. SH-PL62
PVC group,clade,1783257,Planctomyces sp. SH-PL62
Planctomycetes,phylum,203682,Planctomyces sp. SH-PL62
Planctomycetia,class,203683,Planctomyces sp. SH-PL62
Planctomycetales,order,112,Planctomyces sp. SH-PL62
Planctomycetaceae,family,126,Planctomyces sp. SH-PL62
Planctomyces,genus,118,Planctomyces sp. SH-PL62
unclassified Planctomyces,no rank,2648843,Planctomyces sp. SH-PL62
Planctomyces sp. SH-PL62,species,1636152,Planctomyces sp. SH-PL62
cellular organisms,no rank,131567,Rubinisphaera brasiliensis
Bacteria,superkingdom,2,Rubinisphaera brasiliensis
PVC group,clade,1783257,Rubinisphaera brasiliensis
Planctomycetes,phylum,203682,Rubinisphaera brasiliensis
Planctomycetia,class,203683,Rubinisphaera brasiliensis
Planctomycetales,order,112,Rubinisphaera brasiliensis
Planctomycetaceae,family,126,Rubinisphaera brasiliensis
Rubinisphaera,genus,1649490,Rubinisphaera brasiliensis
Rubinisphaera brasiliensis,species,119,Rubinisphaera brasiliensis
cellular organisms,no rank,131567,Gemmata obscuriglobus
Bacteria,superkingdom,2,Gemmata obscuriglobus
PVC group,clade,1783257,Gemmata obscuriglobus
Planctomycetes,phylum,203682,Gemmata obscuriglobus
Planctomycetia,class,203683,Gemmata obscuriglobus
Gemmatales,order,2691355,Gemmata obscuriglobus
Gemmataceae,family,1914233,Gemmata obscuriglobus
Gemmata,genus,113,Gemmata obscuriglobus
Gemmata obscuriglobus,species,114,Gemmata obscuriglobus
cellular organisms,no rank,131567,Gemmata sp. SH-PL17
Bacteria,superkingdom,2,Gemmata sp. SH-PL17
PVC group,clade,1783257,Gemmata sp. SH-PL17
Planctomycetes,phylum,203682,Gemmata sp. SH-PL17
Planctomycetia,class,203683,Gemmata sp. SH-PL17
Gemmatales,order,2691355,Gemmata sp. SH-PL17
Gemmataceae,family,1914233,Gemmata sp. SH-PL17
Gemmata,genus,113,Gemmata sp. SH-PL17
unclassified Gemmata,no rank,2622970,Gemmata sp. SH-PL17
Gemmata sp. SH-PL17,species,1630693,Gemmata sp. SH-PL17
cellular organisms,no rank,131567,Singulisphaera acidiphila
Bacteria,superkingdom,2,Singulisphaera acidiphila
PVC group,clade,1783257,Singulisphaera acidiphila
Planctomycetes,phylum,203682,Singulisphaera acidiphila
Planctomycetia,class,203683,Singulisphaera acidiphila
Isosphaerales,order,2691356,Singulisphaera acidiphila
Isosphaeraceae,family,1763524,Singulisphaera acidiphila
Singulisphaera,genus,466152,Singulisphaera acidiphila
Singulisphaera acidiphila,species,466153,Singulisphaera acidiphila
cellular organisms,no rank,131567,Paludisphaera borealis
Bacteria,superkingdom,2,Paludisphaera borealis
PVC group,clade,1783257,Paludisphaera borealis
Planctomycetes,phylum,203682,Paludisphaera borealis
Planctomycetia,class,203683,Paludisphaera borealis
Isosphaerales,order,2691356,Paludisphaera borealis
Isosphaeraceae,family,1763524,Paludisphaera borealis
Paludisphaera,genus,1763521,Paludisphaera borealis
Paludisphaera borealis,species,1387353,Paludisphaera borealis
cellular organisms,no rank,131567,Phycisphaera mikurensis
Bacteria,superkingdom,2,Phycisphaera mikurensis
PVC group,clade,1783257,Phycisphaera mikurensis
Planctomycetes,phylum,203682,Phycisphaera mikurensis
Phycisphaerae,class,666505,Phycisphaera mikurensis
Phycisphaerales,order,666506,Phycisphaera mikurensis
Phycisphaeraceae,family,666507,Phycisphaera mikurensis
Phycisphaera,genus,666508,Phycisphaera mikurensis
Phycisphaera mikurensis,species,547188,Phycisphaera mikurensis
cellular organisms,no rank,131567,Parachlamydia acanthamoebae
Bacteria,superkingdom,2,Parachlamydia acanthamoebae
PVC group,clade,1783257,Parachlamydia acanthamoebae
Chlamydiae,phylum,204428,Parachlamydia acanthamoebae
Chlamydiia,class,204429,Parachlamydia acanthamoebae
Parachlamydiales,order,1963360,Parachlamydia acanthamoebae
Parachlamydiaceae,family,92713,Parachlamydia acanthamoebae
Parachlamydia,genus,83551,Parachlamydia acanthamoebae
Parachlamydia acanthamoebae,species,83552,Parachlamydia acanthamoebae
cellular organisms,no rank,131567,Kiritimatiella glycovorans
Bacteria,superkingdom,2,Kiritimatiella glycovorans
PVC group,clade,1783257,Kiritimatiella glycovorans
Kiritimatiellaeota,phylum,134625,Kiritimatiella glycovorans
Kiritimatiellae,class,1921781,Kiritimatiella glycovorans
Kiritimatiellales,order,1921782,Kiritimatiella glycovorans
Kiritimatiellaceae,family,1921783,Kiritimatiella glycovorans
Kiritimatiella,genus,1921784,Kiritimatiella glycovorans
Kiritimatiella glycovorans,species,1307763,Kiritimatiella glycovorans
cellular organisms,no rank,131567,Candidatus Solibacter usitatus
Bacteria,superkingdom,2,Candidatus Solibacter usitatus
Acidobacteria,phylum,57723,Candidatus Solibacter usitatus
Acidobacteriia,class,204432,Candidatus Solibacter usitatus
Bryobacterales,order,332160,Candidatus Solibacter usitatus
Solibacteraceae,family,332161,Candidatus Solibacter usitatus
Candidatus Solibacter,genus,332162,Candidatus Solibacter usitatus
Candidatus Solibacter usitatus,species,332163,Candidatus Solibacter usitatus
cellular organisms,no rank,131567,Luteitalea pratensis
Bacteria,superkingdom,2,Luteitalea pratensis
Acidobacteria,phylum,57723,Luteitalea pratensis
Vicinamibacteria,class,1813735,Luteitalea pratensis
Vicinamibacterales,order,2910145,Luteitalea pratensis
Vicinamibacteraceae,family,2211325,Luteitalea pratensis
Luteitalea,genus,2004797,Luteitalea pratensis
Luteitalea pratensis,species,1855912,Luteitalea pratensis
cellular organisms,no rank,131567,Chloracidobacterium thermophilum
Bacteria,superkingdom,2,Chloracidobacterium thermophilum
Acidobacteria,phylum,57723,Chloracidobacterium thermophilum
Blastocatellia,class,1562566,Chloracidobacterium thermophilum
Chloracidobacterium,genus,458032,Chloracidobacterium thermophilum
Chloracidobacterium thermophilum,species,458033,Chloracidobacterium thermophilum
cellular organisms,no rank,131567,Nitrospira japonica
Bacteria,superkingdom,2,Nitrospira japonica
Nitrospirae,phylum,40117,Nitrospira japonica
Nitrospira,class,203693,Nitrospira japonica
Nitrospirales,order,189778,Nitrospira japonica
Nitrospiraceae,family,189779,Nitrospira japonica
Nitrospira,genus,1234,Nitrospira japonica
Nitrospira japonica,species,1325564,Nitrospira japonica
cellular organisms,no rank,131567,Nitrospira defluvii
Bacteria,superkingdom,2,Nitrospira defluvii
Nitrospirae,phylum,40117,Nitrospira defluvii
Nitrospira,class,203693,Nitrospira defluvii
Nitrospirales,order,189778,Nitrospira defluvii
Nitrospiraceae,family,189779,Nitrospira defluvii
Nitrospira,genus,1234,Nitrospira defluvii
Nitrospira defluvii,species,330214,Nitrospira defluvii
cellular organisms,no rank,131567,Turneriella parva
Bacteria,superkingdom,2,Turneriella parva
Spirochaetes,phylum,203691,Turneriella parva
Spirochaetia,class,203692,Turneriella parva
Leptospirales,order,1643688,Turneriella parva
Leptospiraceae,family,170,Turneriella parva
Turneriella,genus,338321,Turneriella parva
Turneriella parva,species,29510,Turneriella parva
cellular organisms,no rank,131567,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
Bacteria,superkingdom,2,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
Bacteria incertae sedis,no rank,2323,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
Bacteria candidate phyla,clade,1783234,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
Candidatus Saccharibacteria,phylum,95818,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
unclassified Candidatus Saccharibacteria,no rank,1895827,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,species,2056494,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
