name,rank,id,species
unclassified Sphingomonas,no rank,196159,Sphingomonas sp. LK11
Sphingomonas sp. LK11,species,1390395,Sphingomonas sp. LK11
cellular organisms,no rank,131567,Sphingomonas indica
Bacteria,superkingdom,2,Sphingomonas indica
Pseudomonadota,phylum,1224,Sphingomonas indica
Alphaproteobacteria,class,28211,Sphingomonas indica
Sphingomonadales,order,204457,Sphingomonas indica
Sphingomonadaceae,family,41297,Sphingomonas indica
Allosphingosinicella,genus,2823232,Sphingomonas indica
Allosphingosinicella indica,species,941907,Sphingomonas indica
cellular organisms,no rank,131567,Sphingomonas
Bacteria,superkingdom,2,Sphingomonas
Pseudomonadota,phylum,1224,Sphingomonas
Alphaproteobacteria,class,28211,Sphingomonas
Sphingomonadales,order,204457,Sphingomonas
Sphingomonadaceae,family,41297,Sphingomonas
Sphingomonas,genus,13687,Sphingomonas
cellular organisms,no rank,131567,Sphingomonas koreensis
Bacteria,superkingdom,2,Sphingomonas koreensis
Pseudomonadota,phylum,1224,Sphingomonas koreensis
Alphaproteobacteria,class,28211,Sphingomonas koreensis
Sphingomonadales,order,204457,Sphingomonas koreensis
Sphingomonadaceae,family,41297,Sphingomonas koreensis
Sphingomonas,genus,13687,Sphingomonas koreensis
Sphingomonas koreensis,species,93064,Sphingomonas koreensis
cellular organisms,no rank,131567,Sphingomonas sp. LM7
Bacteria,superkingdom,2,Sphingomonas sp. LM7
Pseudomonadota,phylum,1224,Sphingomonas sp. LM7
Alphaproteobacteria,class,28211,Sphingomonas sp. LM7
Sphingomonadales,order,204457,Sphingomonas sp. LM7
Sphingomonadaceae,family,41297,Sphingomonas sp. LM7
Sphingomonas,genus,13687,Sphingomonas sp. LM7
unclassified Sphingomonas,no rank,196159,Sphingomonas sp. LM7
Sphingomonas sp. LM7,species,1938607,Sphingomonas sp. LM7
cellular organisms,no rank,131567,Sphingomonas sp. FARSPH
Bacteria,superkingdom,2,Sphingomonas sp. FARSPH
Pseudomonadota,phylum,1224,Sphingomonas sp. FARSPH
Alphaproteobacteria,class,28211,Sphingomonas sp. FARSPH
Sphingomonadales,order,204457,Sphingomonas sp. FARSPH
Sphingomonadaceae,family,41297,Sphingomonas sp. FARSPH
Sphingomonas,genus,13687,Sphingomonas sp. FARSPH
unclassified Sphingomonas,no rank,196159,Sphingomonas sp. FARSPH
Sphingomonas sp. FARSPH,species,2219696,Sphingomonas sp. FARSPH
cellular organisms,no rank,131567,Sphingobium sp. RAC03
Bacteria,superkingdom,2,Sphingobium sp. RAC03
Pseudomonadota,phylum,1224,Sphingobium sp. RAC03
Alphaproteobacteria,class,28211,Sphingobium sp. RAC03
Sphingomonadales,order,204457,Sphingobium sp. RAC03
Sphingomonadaceae,family,41297,Sphingobium sp. RAC03
Sphingobium,genus,165695,Sphingobium sp. RAC03
unclassified Sphingobium,no rank,2611147,Sphingobium sp. RAC03
Sphingobium sp. RAC03,species,1843368,Sphingobium sp. RAC03
cellular organisms,no rank,131567,Sphingobium yanoikuyae
Bacteria,superkingdom,2,Sphingobium yanoikuyae
Pseudomonadota,phylum,1224,Sphingobium yanoikuyae
Alphaproteobacteria,class,28211,Sphingobium yanoikuyae
Sphingomonadales,order,204457,Sphingobium yanoikuyae
Sphingomonadaceae,family,41297,Sphingobium yanoikuyae
Sphingobium,genus,165695,Sphingobium yanoikuyae
Sphingobium yanoikuyae,species,13690,Sphingobium yanoikuyae
cellular organisms,no rank,131567,Sphingobium sp. YBL2
Bacteria,superkingdom,2,Sphingobium sp. YBL2
Pseudomonadota,phylum,1224,Sphingobium sp. YBL2
Alphaproteobacteria,class,28211,Sphingobium sp. YBL2
Sphingomonadales,order,204457,Sphingobium sp. YBL2
Sphingomonadaceae,family,41297,Sphingobium sp. YBL2
Sphingobium,genus,165695,Sphingobium sp. YBL2
unclassified Sphingobium,no rank,2611147,Sphingobium sp. YBL2
Sphingobium sp. YBL2,species,484429,Sphingobium sp. YBL2
cellular organisms,no rank,131567,Sphingopyxis sp. LPB0140
Bacteria,superkingdom,2,Sphingopyxis sp. LPB0140
Pseudomonadota,phylum,1224,Sphingopyxis sp. LPB0140
Alphaproteobacteria,class,28211,Sphingopyxis sp. LPB0140
Sphingomonadales,order,204457,Sphingopyxis sp. LPB0140
Sphingomonadaceae,family,41297,Sphingopyxis sp. LPB0140
Sphingorhabdus,genus,1434046,Sphingopyxis sp. LPB0140
Sphingorhabdus lutea,species,1913578,Sphingopyxis sp. LPB0140
cellular organisms,no rank,131567,Sphingopyxis macrogoltabida
Bacteria,superkingdom,2,Sphingopyxis macrogoltabida
Pseudomonadota,phylum,1224,Sphingopyxis macrogoltabida
Alphaproteobacteria,class,28211,Sphingopyxis macrogoltabida
Sphingomonadales,order,204457,Sphingopyxis macrogoltabida
Sphingomonadaceae,family,41297,Sphingopyxis macrogoltabida
Sphingopyxis,genus,165697,Sphingopyxis macrogoltabida
Sphingopyxis macrogoltabida,species,33050,Sphingopyxis macrogoltabida
cellular organisms,no rank,131567,Novosphingobium sp. P6W
Bacteria,superkingdom,2,Novosphingobium sp. P6W
Pseudomonadota,phylum,1224,Novosphingobium sp. P6W
Alphaproteobacteria,class,28211,Novosphingobium sp. P6W
Sphingomonadales,order,204457,Novosphingobium sp. P6W
Sphingomonadaceae,family,41297,Novosphingobium sp. P6W
Novosphingobium,genus,165696,Novosphingobium sp. P6W
unclassified Novosphingobium,no rank,2644732,Novosphingobium sp. P6W
Novosphingobium sp. P6W,species,1609758,Novosphingobium sp. P6W
cellular organisms,no rank,131567,Novosphingobium aromaticivorans
Bacteria,superkingdom,2,Novosphingobium aromaticivorans
Pseudomonadota,phylum,1224,Novosphingobium aromaticivorans
Alphaproteobacteria,class,28211,Novosphingobium aromaticivorans
Sphingomonadales,order,204457,Novosphingobium aromaticivorans
Sphingomonadaceae,family,41297,Novosphingobium aromaticivorans
Novosphingobium,genus,165696,Novosphingobium aromaticivorans
Novosphingobium aromaticivorans,species,48935,Novosphingobium aromaticivorans
cellular organisms,no rank,131567,Zymomonas mobilis
Bacteria,superkingdom,2,Zymomonas mobilis
Pseudomonadota,phylum,1224,Zymomonas mobilis
Alphaproteobacteria,class,28211,Zymomonas mobilis
Sphingomonadales,order,204457,Zymomonas mobilis
Zymomonadaceae,family,2844881,Zymomonas mobilis
Zymomonas,genus,541,Zymomonas mobilis
Zymomonas mobilis,species,542,Zymomonas mobilis
cellular organisms,no rank,131567,Rhizorhabdus dicambivorans
Bacteria,superkingdom,2,Rhizorhabdus dicambivorans
Pseudomonadota,phylum,1224,Rhizorhabdus dicambivorans
Alphaproteobacteria,class,28211,Rhizorhabdus dicambivorans
Sphingomonadales,order,204457,Rhizorhabdus dicambivorans
Sphingomonadaceae,family,41297,Rhizorhabdus dicambivorans
Rhizorhabdus,genus,1649486,Rhizorhabdus dicambivorans
Rhizorhabdus dicambivorans,species,1850238,Rhizorhabdus dicambivorans
cellular organisms,no rank,131567,Erythrobacter gangjinensis
Bacteria,superkingdom,2,Erythrobacter gangjinensis
Pseudomonadota,phylum,1224,Erythrobacter gangjinensis
Alphaproteobacteria,class,28211,Erythrobacter gangjinensis
Sphingomonadales,order,204457,Erythrobacter gangjinensis
Erythrobacteraceae,family,335929,Erythrobacter gangjinensis
Aurantiacibacter,genus,2800681,Erythrobacter gangjinensis
Aurantiacibacter gangjinensis,species,502682,Erythrobacter gangjinensis
cellular organisms,no rank,131567,Rhodobacter sphaeroides
Bacteria,superkingdom,2,Rhodobacter sphaeroides
Pseudomonadota,phylum,1224,Rhodobacter sphaeroides
Alphaproteobacteria,class,28211,Rhodobacter sphaeroides
Rhodobacterales,order,204455,Rhodobacter sphaeroides
Paracoccaceae,family,31989,Rhodobacter sphaeroides
Cereibacter,genus,1653176,Rhodobacter sphaeroides
Cereibacter sphaeroides,species,1063,Rhodobacter sphaeroides
cellular organisms,no rank,131567,Rhodobacter capsulatus
Bacteria,superkingdom,2,Rhodobacter capsulatus
Pseudomonadota,phylum,1224,Rhodobacter capsulatus
Alphaproteobacteria,class,28211,Rhodobacter capsulatus
Rhodobacterales,order,204455,Rhodobacter capsulatus
Paracoccaceae,family,31989,Rhodobacter capsulatus
Rhodobacter,genus,1060,Rhodobacter capsulatus
Rhodobacter capsulatus,species,1061,Rhodobacter capsulatus
cellular organisms,no rank,131567,Gemmobacter sp. HYN0069
Bacteria,superkingdom,2,Gemmobacter sp. HYN0069
Pseudomonadota,phylum,1224,Gemmobacter sp. HYN0069
Alphaproteobacteria,class,28211,Gemmobacter sp. HYN0069
Rhodobacterales,order,204455,Gemmobacter sp. HYN0069
Paracoccaceae,family,31989,Gemmobacter sp. HYN0069
Gemmobacter,genus,204456,Gemmobacter sp. HYN0069
Gemmobacter aquarius,species,2169400,Gemmobacter sp. HYN0069
cellular organisms,no rank,131567,Defluviimonas alba
Bacteria,superkingdom,2,Defluviimonas alba
Pseudomonadota,phylum,1224,Defluviimonas alba
Alphaproteobacteria,class,28211,Defluviimonas alba
Rhodobacterales,order,204455,Defluviimonas alba
Paracoccaceae,family,31989,Defluviimonas alba
Frigidibacter,genus,1775705,Defluviimonas alba
Frigidibacter mobilis,species,1335048,Defluviimonas alba
cellular organisms,no rank,131567,Rhodobacteraceae bacterium QY30
Bacteria,superkingdom,2,Rhodobacteraceae bacterium QY30
Pseudomonadota,phylum,1224,Rhodobacteraceae bacterium QY30
Alphaproteobacteria,class,28211,Rhodobacteraceae bacterium QY30
Rhodobacterales,order,204455,Rhodobacteraceae bacterium QY30
Paracoccaceae,family,31989,Rhodobacteraceae bacterium QY30
unclassified Rhodobacteraceae,no rank,58840,Rhodobacteraceae bacterium QY30
Rhodobacteraceae bacterium QY30,species,2033435,Rhodobacteraceae bacterium QY30
cellular organisms,no rank,131567,Stappia sp. ES.058
Bacteria,superkingdom,2,Stappia sp. ES.058
Pseudomonadota,phylum,1224,Stappia sp. ES.058
Alphaproteobacteria,class,28211,Stappia sp. ES.058
Hyphomicrobiales,order,356,Stappia sp. ES.058
Stappiaceae,family,2821832,Stappia sp. ES.058
Stappia,genus,152161,Stappia sp. ES.058
unclassified Stappia,no rank,2629676,Stappia sp. ES.058
Stappia sp. ES.058,species,1881061,Stappia sp. ES.058
cellular organisms,no rank,131567,Rhodobaca barguzinensis
Bacteria,superkingdom,2,Rhodobaca barguzinensis
Pseudomonadota,phylum,1224,Rhodobaca barguzinensis
Alphaproteobacteria,class,28211,Rhodobaca barguzinensis
Rhodobacterales,order,204455,Rhodobaca barguzinensis
Paracoccaceae,family,31989,Rhodobaca barguzinensis
Rhodobaca,genus,119541,Rhodobaca barguzinensis
Rhodobaca barguzinensis,species,441209,Rhodobaca barguzinensis
cellular organisms,no rank,131567,Hyphomonas sp. Mor2
Bacteria,superkingdom,2,Hyphomonas sp. Mor2
Pseudomonadota,phylum,1224,Hyphomonas sp. Mor2
Alphaproteobacteria,class,28211,Hyphomonas sp. Mor2
Hyphomonadales,order,2800060,Hyphomonas sp. Mor2
Hyphomonadaceae,family,69657,Hyphomonas sp. Mor2
Hyphomonas,genus,85,Hyphomonas sp. Mor2
unclassified Hyphomonas,no rank,2630699,Hyphomonas sp. Mor2
Hyphomonas sp. Mor2,species,1906738,Hyphomonas sp. Mor2
cellular organisms,no rank,131567,Hyphomonas sp. CACIAM 19H1
Bacteria,superkingdom,2,Hyphomonas sp. CACIAM 19H1
Pseudomonadota,phylum,1224,Hyphomonas sp. CACIAM 19H1
Alphaproteobacteria,class,28211,Hyphomonas sp. CACIAM 19H1
Hyphomonadales,order,2800060,Hyphomonas sp. CACIAM 19H1
Hyphomonadaceae,family,69657,Hyphomonas sp. CACIAM 19H1
Hyphomonas,genus,85,Hyphomonas sp. CACIAM 19H1
unclassified Hyphomonas,no rank,2630699,Hyphomonas sp. CACIAM 19H1
Hyphomonas sp. CACIAM 19H1,species,1873716,Hyphomonas sp. CACIAM 19H1
cellular organisms,no rank,131567,Brevundimonas diminuta
Bacteria,superkingdom,2,Brevundimonas diminuta
Pseudomonadota,phylum,1224,Brevundimonas diminuta
Alphaproteobacteria,class,28211,Brevundimonas diminuta
Caulobacterales,order,204458,Brevundimonas diminuta
Caulobacteraceae,family,76892,Brevundimonas diminuta
Brevundimonas,genus,41275,Brevundimonas diminuta
Brevundimonas diminuta,species,293,Brevundimonas diminuta
cellular organisms,no rank,131567,Brevundimonas naejangsanensis
Bacteria,superkingdom,2,Brevundimonas naejangsanensis
Pseudomonadota,phylum,1224,Brevundimonas naejangsanensis
Alphaproteobacteria,class,28211,Brevundimonas naejangsanensis
Caulobacterales,order,204458,Brevundimonas naejangsanensis
Caulobacteraceae,family,76892,Brevundimonas naejangsanensis
Brevundimonas,genus,41275,Brevundimonas naejangsanensis
Brevundimonas naejangsanensis,species,588932,Brevundimonas naejangsanensis
cellular organisms,no rank,131567,Brevundimonas sp. DS20
Bacteria,superkingdom,2,Brevundimonas sp. DS20
Pseudomonadota,phylum,1224,Brevundimonas sp. DS20
Alphaproteobacteria,class,28211,Brevundimonas sp. DS20
Caulobacterales,order,204458,Brevundimonas sp. DS20
Caulobacteraceae,family,76892,Brevundimonas sp. DS20
Brevundimonas,genus,41275,Brevundimonas sp. DS20
unclassified Brevundimonas,no rank,2622653,Brevundimonas sp. DS20
Brevundimonas sp. DS20,species,1532555,Brevundimonas sp. DS20
cellular organisms,no rank,131567,Caulobacter mirabilis
Bacteria,superkingdom,2,Caulobacter mirabilis
Pseudomonadota,phylum,1224,Caulobacter mirabilis
Alphaproteobacteria,class,28211,Caulobacter mirabilis
Caulobacterales,order,204458,Caulobacter mirabilis
Caulobacteraceae,family,76892,Caulobacter mirabilis
Caulobacter,genus,75,Caulobacter mirabilis
Caulobacter mirabilis,species,69666,Caulobacter mirabilis
cellular organisms,no rank,131567,Caulobacter henricii
Bacteria,superkingdom,2,Caulobacter henricii
Pseudomonadota,phylum,1224,Caulobacter henricii
Alphaproteobacteria,class,28211,Caulobacter henricii
Caulobacterales,order,204458,Caulobacter henricii
Caulobacteraceae,family,76892,Caulobacter henricii
Caulobacter,genus,75,Caulobacter henricii
Caulobacter henricii,species,69395,Caulobacter henricii
cellular organisms,no rank,131567,Caulobacter sp. K31
Bacteria,superkingdom,2,Caulobacter sp. K31
Pseudomonadota,phylum,1224,Caulobacter sp. K31
Alphaproteobacteria,class,28211,Caulobacter sp. K31
Caulobacterales,order,204458,Caulobacter sp. K31
Caulobacteraceae,family,76892,Caulobacter sp. K31
Caulobacter,genus,75,Caulobacter sp. K31
unclassified Caulobacter,no rank,2648921,Caulobacter sp. K31
Caulobacter sp. K31,species,366602,Caulobacter sp. K31
cellular organisms,no rank,131567,Caulobacter segnis
Bacteria,superkingdom,2,Caulobacter segnis
Pseudomonadota,phylum,1224,Caulobacter segnis
Alphaproteobacteria,class,28211,Caulobacter segnis
Caulobacterales,order,204458,Caulobacter segnis
Caulobacteraceae,family,76892,Caulobacter segnis
Caulobacter,genus,75,Caulobacter segnis
Caulobacter segnis,species,88688,Caulobacter segnis
cellular organisms,no rank,131567,Phenylobacterium zucineum
Bacteria,superkingdom,2,Phenylobacterium zucineum
Pseudomonadota,phylum,1224,Phenylobacterium zucineum
Alphaproteobacteria,class,28211,Phenylobacterium zucineum
Caulobacterales,order,204458,Phenylobacterium zucineum
Caulobacteraceae,family,76892,Phenylobacterium zucineum
Phenylobacterium,genus,20,Phenylobacterium zucineum
Phenylobacterium zucineum,species,284016,Phenylobacterium zucineum
cellular organisms,no rank,131567,Phenylobacterium sp. HYN0004
Bacteria,superkingdom,2,Phenylobacterium sp. HYN0004
Pseudomonadota,phylum,1224,Phenylobacterium sp. HYN0004
Alphaproteobacteria,class,28211,Phenylobacterium sp. HYN0004
Caulobacterales,order,204458,Phenylobacterium sp. HYN0004
Caulobacteraceae,family,76892,Phenylobacterium sp. HYN0004
Phenylobacterium,genus,20,Phenylobacterium sp. HYN0004
Phenylobacterium parvum,species,2201350,Phenylobacterium sp. HYN0004
cellular organisms,no rank,131567,Caulobacteraceae bacterium OTSz_A_272
Bacteria,superkingdom,2,Caulobacteraceae bacterium OTSz_A_272
Pseudomonadota,phylum,1224,Caulobacteraceae bacterium OTSz_A_272
Alphaproteobacteria,class,28211,Caulobacteraceae bacterium OTSz_A_272
Hyphomonadales,order,2800060,Caulobacteraceae bacterium OTSz_A_272
Hyphomonadaceae,family,69657,Caulobacteraceae bacterium OTSz_A_272
Candidatus Viadribacter,genus,2892997,Caulobacteraceae bacterium OTSz_A_272
Candidatus Viadribacter manganicus,species,1759059,Caulobacteraceae bacterium OTSz_A_272
cellular organisms,no rank,131567,Asticcacaulis excentricus
Bacteria,superkingdom,2,Asticcacaulis excentricus
Pseudomonadota,phylum,1224,Asticcacaulis excentricus
Alphaproteobacteria,class,28211,Asticcacaulis excentricus
Caulobacterales,order,204458,Asticcacaulis excentricus
Caulobacteraceae,family,76892,Asticcacaulis excentricus
Asticcacaulis,genus,76890,Asticcacaulis excentricus
Asticcacaulis excentricus,species,78587,Asticcacaulis excentricus
cellular organisms,no rank,131567,Acetobacter tropicalis
Bacteria,superkingdom,2,Acetobacter tropicalis
Pseudomonadota,phylum,1224,Acetobacter tropicalis
Alphaproteobacteria,class,28211,Acetobacter tropicalis
Rhodospirillales,order,204441,Acetobacter tropicalis
Acetobacteraceae,family,433,Acetobacter tropicalis
Acetobacter,genus,434,Acetobacter tropicalis
Acetobacter tropicalis,species,104102,Acetobacter tropicalis
cellular organisms,no rank,131567,Gluconobacter albidus
Bacteria,superkingdom,2,Gluconobacter albidus
Pseudomonadota,phylum,1224,Gluconobacter albidus
Alphaproteobacteria,class,28211,Gluconobacter albidus
Rhodospirillales,order,204441,Gluconobacter albidus
Acetobacteraceae,family,433,Gluconobacter albidus
Gluconobacter,genus,441,Gluconobacter albidus
Gluconobacter albidus,species,318683,Gluconobacter albidus
cellular organisms,no rank,131567,Granulibacter bethesdensis
Bacteria,superkingdom,2,Granulibacter bethesdensis
Pseudomonadota,phylum,1224,Granulibacter bethesdensis
Alphaproteobacteria,class,28211,Granulibacter bethesdensis
Rhodospirillales,order,204441,Granulibacter bethesdensis
Acetobacteraceae,family,433,Granulibacter bethesdensis
Granulibacter,genus,364409,Granulibacter bethesdensis
Granulibacter bethesdensis,species,364410,Granulibacter bethesdensis
cellular organisms,no rank,131567,Azospirillum thiophilum
Bacteria,superkingdom,2,Azospirillum thiophilum
Pseudomonadota,phylum,1224,Azospirillum thiophilum
Alphaproteobacteria,class,28211,Azospirillum thiophilum
Rhodospirillales,order,204441,Azospirillum thiophilum
Azospirillaceae,family,2829815,Azospirillum thiophilum
Azospirillum,genus,191,Azospirillum thiophilum
Azospirillum thiophilum,species,528244,Azospirillum thiophilum
cellular organisms,no rank,131567,Azospirillum lipoferum
Bacteria,superkingdom,2,Azospirillum lipoferum
Pseudomonadota,phylum,1224,Azospirillum lipoferum
Alphaproteobacteria,class,28211,Azospirillum lipoferum
