case,genus,fraction_total_reads,group,sex
28.unmapped,Sphingobium,5.65E-05,malt,fem
29.unmapped,Sphingobium,4.54E-05,malt,fem
18.unmapped,Sphingobium,4.45E-05,control,male
17.unmapped,Sphingobium,5.74E-05,control,male
20.unmapped,Sphingobium,4.80E-05,control,male
23.unmapped,Sphingobium,4.97E-05,malt,male
22.unmapped,Sphingobium,5.05E-05,malt,male
25.unmapped,Sphingobium,5.22E-05,control,fem
18.unmapped,Sphingobium,4.28E-05,control,male
27.unmapped,Sphingobium,5.14E-05,malt,fem
17.unmapped,Sphingobium,4.28E-05,control,male
19.unmapped,Sphingomonas,4.62E-05,control,male
17.unmapped,Sphingomonas,8.22E-05,control,male
28.unmapped,Sphingomonas,6.17E-05,malt,fem
29.unmapped,Sphingomonas,5.48E-05,malt,fem
27.unmapped,Sphingomonas,6.51E-05,malt,fem
23.unmapped,Sphingomonas,4.28E-05,malt,male
18.unmapped,Sphingomonas,6.25E-05,control,male
22.unmapped,Sphingomonas,6.51E-05,malt,male
27.unmapped,Sphingomonas,5.31E-05,malt,fem
25.unmapped,Sphingomonas,0.000112183,control,fem
26.unmapped,Sphingomonas,6.68E-05,control,fem
24.unmapped,Sphingomonas,8.99E-05,control,fem
20.unmapped,Sphingomonas,0.000137018,control,male
21.unmapped,Sphingomonas,7.71E-05,malt,male
29.unmapped,Sphingomonas,4.37E-05,malt,fem
28.unmapped,Sphingomonas,4.11E-05,malt,fem
20.unmapped,Sphingomonas,9.33E-05,control,male
17.unmapped,Sphingomonas,4.28E-05,control,male
21.unmapped,Sphingomonas,7.88E-05,malt,male
23.unmapped,Sphingomonas,5.48E-05,malt,male
28.unmapped,Sphingomonas,4.28E-05,malt,fem
26.unmapped,Sphingomonas,0.00010362,control,fem
29.unmapped,Sphingomonas,5.40E-05,malt,fem
28.unmapped,Sphingomonas,4.11E-05,malt,fem
28.unmapped,Sphingomonas,5.48E-05,malt,fem
20.unmapped,Sphingomonas,4.37E-05,control,male
27.unmapped,Tardibacter,4.11E-05,malt,fem
18.unmapped,Tardibacter,7.45E-05,control,male
22.unmapped,Tardibacter,4.88E-05,malt,male
29.unmapped,Tardibacter,7.88E-05,malt,fem
20.unmapped,Tardibacter,4.71E-05,control,male
17.unmapped,Tardibacter,7.36E-05,control,male
28.unmapped,Tardibacter,5.22E-05,malt,fem
19.unmapped,Tardibacter,5.74E-05,control,male
24.unmapped,Sphingomonas,5.91E-05,control,fem
19.unmapped,Sphingomonas,4.97E-05,control,male
23.unmapped,Sphingomonas,7.88E-05,malt,male
28.unmapped,Sphingomonas,4.97E-05,malt,fem
22.unmapped,Sphingomonas,8.22E-05,malt,male
18.unmapped,Sphingomonas,4.37E-05,control,male
25.unmapped,Sphingomonas,6.68E-05,control,fem
29.unmapped,Sphingomonas,5.48E-05,malt,fem
27.unmapped,Sphingomonas,4.28E-05,malt,fem
26.unmapped,Sphingomonas,5.22E-05,control,fem
17.unmapped,Sphingomonas,5.65E-05,control,male
21.unmapped,Sphingomonas,4.54E-05,malt,male
20.unmapped,Sphingomonas,4.80E-05,control,male
22.unmapped,Sphingomonas,5.82E-05,malt,male
24.unmapped,Sphingomonas,4.11E-05,control,fem
26.unmapped,Sphingomonas,7.36E-05,control,fem
27.unmapped,Sphingomonas,5.48E-05,malt,fem
20.unmapped,Sphingomonas,6.85E-05,control,male
23.unmapped,Sphingomonas,0.000333981,malt,male
25.unmapped,Sphingomonas,0.0001413,control,fem
19.unmapped,Sphingomonas,8.65E-05,control,male
29.unmapped,Sphingomonas,5.48E-05,malt,fem
25.unmapped,Sphingomonas,5.22E-05,control,fem
24.unmapped,Sphingomonas,4.45E-05,control,fem
27.unmapped,Sphingomonas,7.28E-05,malt,fem
28.unmapped,Sphingomonas,5.57E-05,malt,fem
22.unmapped,Sphingomonas,8.31E-05,malt,male
24.unmapped,Sphingomonas,8.14E-05,control,fem
27.unmapped,Sphingomonas,5.65E-05,malt,fem
20.unmapped,Sphingomonas,5.22E-05,control,male
24.unmapped,Sphingomonas,8.65E-05,control,fem
29.unmapped,Sphingomonas,7.96E-05,malt,fem
28.unmapped,Sphingomonas,0.000107045,malt,fem
22.unmapped,Sphingomonas,9.59E-05,malt,male
18.unmapped,Sphingomonas,7.62E-05,control,male
25.unmapped,Sphingomonas,6.59E-05,control,fem
23.unmapped,Sphingomonas,6.94E-05,malt,male
26.unmapped,Sphingomonas,7.11E-05,control,fem
17.unmapped,Sphingomonas,8.39E-05,control,male
19.unmapped,Sphingomonas,6.17E-05,control,male
19.unmapped,Sphingomonas,4.80E-05,control,male
26.unmapped,Sphingopyxis,5.82E-05,control,fem
25.unmapped,Sphingopyxis,7.02E-05,control,fem
24.unmapped,Sphingopyxis,6.34E-05,control,fem
26.unmapped,Sphingorhabdus,7.36E-05,control,fem
17.unmapped,Sphingorhabdus,4.11E-05,control,male
21.unmapped,Sphingorhabdus,5.31E-05,malt,male
24.unmapped,Sphingorhabdus,4.37E-05,control,fem
29.unmapped,Sphingorhabdus,4.80E-05,malt,fem
22.unmapped,Spirosoma,0.000256052,malt,male
17.unmapped,Spirosoma,0.000262046,control,male
18.unmapped,Spirosoma,0.000227792,control,male
25.unmapped,Spirosoma,0.000220085,control,fem
29.unmapped,Spirosoma,0.000281743,malt,fem
21.unmapped,Spirosoma,0.000231217,malt,male
26.unmapped,Spirosoma,0.000224367,control,fem
20.unmapped,Spirosoma,0.000244063,control,male
28.unmapped,Spirosoma,0.000349395,malt,fem
24.unmapped,Spirosoma,0.000263759,control,fem
19.unmapped,Spirosoma,0.000263759,control,male
27.unmapped,Spirosoma,0.000334837,malt,fem
23.unmapped,Spirosoma,8.73E-05,malt,male
21.unmapped,Stanieria,6.68E-05,malt,male
21.unmapped,Staphylococcus,0.000793847,malt,male
25.unmapped,Staphylococcus,0.000252626,control,fem
28.unmapped,Staphylococcus,0.00054122,malt,fem
29.unmapped,Staphylococcus,0.000389644,malt,fem
17.unmapped,Staphylococcus,0.000650834,control,male
18.unmapped,Staphylococcus,0.000618293,control,male
19.unmapped,Staphylococcus,0.000331412,control,male
22.unmapped,Staphylococcus,0.000538651,malt,male
26.unmapped,Staphylococcus,0.000499258,control,fem
20.unmapped,Staphylococcus,0.000746747,control,male
27.unmapped,Staphylococcus,0.0005789,malt,fem
23.unmapped,Staphylococcus,0.000111327,malt,male
24.unmapped,Staphylococcus,0.000486413,control,fem
27.unmapped,Staphylococcus,5.40E-05,malt,fem
26.unmapped,Stenotrophomonas,7.54E-05,control,fem
25.unmapped,Stenotrophomonas,7.88E-05,control,fem
24.unmapped,Stenotrophomonas,6.08E-05,control,fem
21.unmapped,Stenotrophomonas,6.59E-05,malt,male
26.unmapped,Stenotrophomonas,0.000227792,control,fem
20.unmapped,Stenotrophomonas,4.97E-05,control,male
24.unmapped,Stenotrophomonas,5.82E-05,control,fem
17.unmapped,Steroidobacter,7.02E-05,control,male
21.unmapped,Steroidobacter,8.31E-05,malt,male
18.unmapped,Steroidobacter,5.31E-05,control,male
22.unmapped,Steroidobacter,6.42E-05,malt,male
27.unmapped,Steroidobacter,5.99E-05,malt,fem
29.unmapped,Steroidobacter,5.48E-05,malt,fem
28.unmapped,Steroidobacter,6.17E-05,malt,fem
26.unmapped,Steroidobacter,6.59E-05,control,fem
29.unmapped,Stigmatella,4.97E-05,malt,fem
24.unmapped,Stigmatella,6.59E-05,control,fem
24.unmapped,Streptococcus,6.68E-05,control,fem
26.unmapped,Streptococcus,8.14E-05,control,fem
22.unmapped,Streptococcus,0.00026119,malt,male
25.unmapped,Streptococcus,0.000149863,control,fem
19.unmapped,Streptococcus,0.000249201,control,male
17.unmapped,Streptococcus,0.000420473,control,male
23.unmapped,Streptococcus,0.00033655,malt,male
28.unmapped,Streptococcus,0.000388788,malt,fem
18.unmapped,Streptococcus,0.000365666,control,male
21.unmapped,Streptococcus,0.000222654,malt,male
26.unmapped,Streptococcus,0.000169559,control,fem
29.unmapped,Streptococcus,0.000389644,malt,fem
20.unmapped,Streptococcus,0.00030829,control,male
24.unmapped,Streptococcus,0.000574618,control,fem
27.unmapped,Streptococcus,0.000215803,malt,fem
20.unmapped,Streptococcus,4.20E-05,control,male
17.unmapped,Streptococcus,6.08E-05,control,male
28.unmapped,Streptococcus,7.88E-05,malt,fem
24.unmapped,Streptococcus,0.000101051,control,fem
21.unmapped,Streptococcus,0.000408484,malt,male
27.unmapped,Streptococcus,0.000109614,malt,fem
25.unmapped,Streptococcus,0.000125029,control,fem
26.unmapped,Streptococcus,0.000349395,control,fem
19.unmapped,Streptococcus,6.25E-05,control,male
22.unmapped,Streptomyces,0.005436179,malt,male
25.unmapped,Streptomyces,0.005781292,control,fem
28.unmapped,Streptomyces,0.002915909,malt,fem
20.unmapped,Streptomyces,0.003799673,control,male
27.unmapped,Streptomyces,0.005376234,malt,fem
19.unmapped,Streptomyces,0.005517533,control,male
24.unmapped,Streptomyces,0.00449932,control,fem
23.unmapped,Streptomyces,0.008645819,malt,male
26.unmapped,Streptomyces,0.002604193,control,fem
29.unmapped,Streptomyces,0.00520068,malt,fem
21.unmapped,Streptomyces,0.005674247,malt,male
18.unmapped,Streptomyces,0.002673559,control,male
17.unmapped,Streptomyces,0.005467008,control,male
23.unmapped,Sulfitobacter,6.77E-05,malt,male
19.unmapped,Sulfuricurvum,4.71E-05,control,male
18.unmapped,Sulfuricurvum,4.37E-05,control,male
24.unmapped,Sulfuricurvum,5.22E-05,control,fem
20.unmapped,Sulfuricurvum,4.88E-05,control,male
28.unmapped,Sulfuricurvum,6.42E-05,malt,fem
26.unmapped,Sulfuricurvum,8.22E-05,control,fem
17.unmapped,Sulfuritalea,6.17E-05,control,male
29.unmapped,Sulfuritalea,6.17E-05,malt,fem
22.unmapped,Sulfuritalea,4.37E-05,malt,male
19.unmapped,Sulfuritalea,5.31E-05,control,male
27.unmapped,Sulfuritalea,7.62E-05,malt,fem
18.unmapped,Sulfuritalea,9.25E-05,control,male
28.unmapped,Sulfuritalea,7.62E-05,malt,fem
24.unmapped,Sulfuritalea,6.34E-05,control,fem
27.unmapped,Synechococcus,0.000121603,malt,fem
22.unmapped,Synechococcus,8.56E-05,malt,male
17.unmapped,Synechococcus,8.82E-05,control,male
18.unmapped,Synechococcus,0.000107901,control,male
26.unmapped,Synechococcus,0.000187543,control,fem
28.unmapped,Synechococcus,0.000104476,malt,fem
21.unmapped,Synechococcus,0.000212377,malt,male
20.unmapped,Synechococcus,6.08E-05,control,male
24.unmapped,Synechococcus,0.000173841,control,fem
29.unmapped,Synechococcus,0.000149007,malt,fem
25.unmapped,Synechococcus,0.000153289,control,fem
19.unmapped,Synechococcus,0.000167847,control,male
26.unmapped,Synechococcus,5.22E-05,control,fem
24.unmapped,Synechococcus,0.000198676,control,fem
28.unmapped,Synechococcus,0.000100194,malt,fem
20.unmapped,Synechococcus,0.000134449,control,male
21.unmapped,Synechococcus,0.000123316,malt,male
29.unmapped,Synechococcus,0.000100194,malt,fem
19.unmapped,Synechococcus,6.17E-05,control,male
22.unmapped,Synechococcus,4.20E-05,malt,male
18.unmapped,Synechococcus,6.68E-05,control,male
25.unmapped,Synechococcus,0.000145581,control,fem
26.unmapped,Synechococcus,0.000186687,control,fem
26.unmapped,Synechococcus,4.11E-05,control,fem
24.unmapped,Synechococcus,5.57E-05,control,fem
24.unmapped,Synechococcus,8.56E-05,control,fem
18.unmapped,Synechococcus,6.77E-05,control,male
19.unmapped,Synechococcus,6.25E-05,control,male
21.unmapped,Synechococcus,6.68E-05,malt,male
29.unmapped,Synechococcus,0.000188399,malt,fem
28.unmapped,Synechococcus,0.000222654,malt,fem
26.unmapped,Synechococcus,9.76E-05,control,fem
20.unmapped,Synechococcus,0.000104476,control,male
17.unmapped,Synechococcus,5.22E-05,control,male
25.unmapped,Synechococcus,9.51E-05,control,fem
28.unmapped,Synechococcus,0.000119034,malt,fem
20.unmapped,Synechococcus,0.000350252,control,male
19.unmapped,Syntrophobacter,4.97E-05,control,male
17.unmapped,Syntrophobacter,6.77E-05,control,male
29.unmapped,Syntrophobacter,9.33E-05,malt,fem
22.unmapped,Syntrophobacter,6.59E-05,malt,male
28.unmapped,Syntrophobacter,0.000166134,malt,fem
18.unmapped,Syntrophobacter,7.02E-05,control,male
28.unmapped,Tannerella,4.11E-05,malt,fem
26.unmapped,Tannerella,7.45E-05,control,fem
24.unmapped,Taylorella,8.56E-05,control,fem
17.unmapped,Taylorella,4.11E-05,control,male
28.unmapped,Taylorella,5.22E-05,malt,fem
25.unmapped,Taylorella,9.08E-05,control,fem
22.unmapped,Taylorella,5.82E-05,malt,male
19.unmapped,Taylorella,0.00013188,control,male
29.unmapped,Taylorella,0.000105332,malt,fem
26.unmapped,Taylorella,4.37E-05,control,fem
18.unmapped,Taylorella,8.82E-05,control,male
21.unmapped,Taylorella,0.000107045,malt,male
20.unmapped,Taylorella,4.97E-05,control,male
21.unmapped,Thauera,4.20E-05,malt,male
18.unmapped,Thauera,8.14E-05,control,male
23.unmapped,Thauera,4.11E-05,malt,male
18.unmapped,Thauera,4.62E-05,control,male
21.unmapped,Thermogutta,6.85E-05,malt,male
17.unmapped,Thermogutta,6.77E-05,control,male
18.unmapped,Thermogutta,5.31E-05,control,male
20.unmapped,Thermogutta,7.79E-05,control,male
25.unmapped,Thermogutta,9.25E-05,control,fem
28.unmapped,Thermogutta,5.31E-05,malt,fem
26.unmapped,Thermogutta,0.000104476,control,fem
24.unmapped,Thermogutta,8.48E-05,control,fem
22.unmapped,Thermogutta,7.36E-05,malt,male
29.unmapped,Thermogutta,5.99E-05,malt,fem
19.unmapped,Thermogutta,4.80E-05,control,male
18.unmapped,Thiobacillus,0.000119891,control,male
17.unmapped,Thiobacillus,4.11E-05,control,male
27.unmapped,Thiobacillus,5.31E-05,malt,fem
22.unmapped,Thiobacillus,5.82E-05,malt,male
28.unmapped,Thiobacillus,5.05E-05,malt,fem
28.unmapped,Tolumonas,4.62E-05,malt,fem
28.unmapped,Treponema,0.00015757,malt,fem
28.unmapped,Treponema,0.000363097,malt,fem
21.unmapped,Trichodesmium,6.08E-05,malt,male
27.unmapped,Trueperella,4.71E-05,malt,fem
25.unmapped,Tumebacillus,5.91E-05,control,fem
18.unmapped,Turicibacter,4.62E-05,control,male
28.unmapped,Turneriella,4.20E-05,malt,fem
29.unmapped,Turneriella,4.62E-05,malt,fem
24.unmapped,Variovorax,6.59E-05,control,fem
20.unmapped,Variovorax,5.82E-05,control,male
25.unmapped,Variovorax,0.000114752,control,fem
26.unmapped,Variovorax,9.93E-05,control,fem
17.unmapped,Variovorax,9.85E-05,control,male
25.unmapped,Variovorax,0.000226936,control,fem
22.unmapped,Variovorax,0.000135305,malt,male
21.unmapped,Variovorax,6.25E-05,malt,male
26.unmapped,Variovorax,0.000137018,control,fem
28.unmapped,Variovorax,0.00010362,malt,fem
18.unmapped,Variovorax,9.85E-05,control,male
20.unmapped,Variovorax,9.59E-05,control,male
27.unmapped,Variovorax,7.54E-05,malt,fem
29.unmapped,Variovorax,0.0001413,malt,fem
19.unmapped,Variovorax,0.000173841,control,male
24.unmapped,Variovorax,9.76E-05,control,fem
23.unmapped,Variovorax,0.000547215,malt,male
19.unmapped,Variovorax,4.37E-05,control,male
25.unmapped,Variovorax,0.000167847,control,fem
23.unmapped,Variovorax,6.17E-05,malt,male
28.unmapped,Variovorax,0.000174698,malt,fem
20.unmapped,Variovorax,0.000102763,control,male
24.unmapped,Variovorax,0.000158427,control,fem
27.unmapped,Variovorax,9.76E-05,malt,fem
18.unmapped,Variovorax,0.00013873,control,male
17.unmapped,Variovorax,0.000151576,control,male
26.unmapped,Variovorax,0.00015757,control,fem
19.unmapped,Variovorax,0.000127598,control,male
22.unmapped,Variovorax,0.000175554,malt,male
21.unmapped,Variovorax,0.000105332,malt,male
29.unmapped,Variovorax,0.00016699,malt,fem
25.unmapped,Variovorax,7.96E-05,control,fem
21.unmapped,Variovorax,8.65E-05,malt,male
28.unmapped,Variovorax,5.05E-05,malt,fem
24.unmapped,Variovorax,8.82E-05,control,fem
27.unmapped,Variovorax,4.28E-05,malt,fem
20.unmapped,Variovorax,6.94E-05,control,male
26.unmapped,Variovorax,9.76E-05,control,fem
21.unmapped,Veillonella,8.65E-05,malt,male
26.unmapped,Veillonella,4.62E-05,control,fem
24.unmapped,Veillonella,5.65E-05,control,fem
25.unmapped,Verminephrobacter,0.001747833,control,fem
18.unmapped,Verminephrobacter,8.48E-05,control,male
27.unmapped,Verminephrobacter,5.74E-05,malt,fem
22.unmapped,Verminephrobacter,0.000131023,malt,male
28.unmapped,Verminephrobacter,0.000125029,malt,fem
19.unmapped,Verminephrobacter,0.00012246,control,male
17.unmapped,Verminephrobacter,0.000136161,control,male
21.unmapped,Verminephrobacter,0.000244063,malt,male
29.unmapped,Verminephrobacter,0.000124172,malt,fem
20.unmapped,Verminephrobacter,0.00024235,control,male
26.unmapped,Verminephrobacter,0.000465004,control,fem
24.unmapped,Verminephrobacter,0.000285168,control,fem
22.unmapped,Verrucomicrobium,0.000100194,malt,male
27.unmapped,Verrucomicrobium,5.65E-05,malt,fem
17.unmapped,Verrucomicrobium,0.00011304,control,male
18.unmapped,Verrucomicrobium,9.25E-05,control,male
25.unmapped,Verrucomicrobium,4.28E-05,control,fem
28.unmapped,Verrucomicrobium,0.000106189,malt,fem
19.unmapped,Verrucomicrobium,7.36E-05,control,male
29.unmapped,Verrucomicrobium,0.000101907,malt,fem
26.unmapped,Verrucomicrobium,4.45E-05,control,fem
24.unmapped,Verrucomicrobium,5.40E-05,control,fem
25.unmapped,Verrucomicrobium,0.000183261,control,fem
23.unmapped,Verrucomicrobium,8.91E-05,malt,male
21.unmapped,Verrucomicrobium,0.000211521,malt,male
29.unmapped,Verrucomicrobium,0.000249201,malt,fem
20.unmapped,Verrucomicrobium,0.000228648,control,male
27.unmapped,Verrucomicrobium,0.000108758,malt,fem
17.unmapped,Verrucomicrobium,0.000239781,control,male
26.unmapped,Verrucomicrobium,0.000224367,control,fem
28.unmapped,Verrucomicrobium,0.000256052,malt,fem
24.unmapped,Verrucomicrobium,0.000238925,control,fem
22.unmapped,Verrucomicrobium,0.000260334,malt,male
18.unmapped,Verrucomicrobium,0.000208952,control,male
19.unmapped,Verrucomicrobium,0.000225223,control,male
18.unmapped,Vibrio,0.000412766,control,male
29.unmapped,Vibrio,0.000337406,malt,fem
26.unmapped,Vibrio,0.000258621,control,fem
25.unmapped,Vibrio,0.000272323,control,fem
23.unmapped,Vibrio,5.05E-05,malt,male
21.unmapped,Vibrio,0.000235499,malt,male
28.unmapped,Vibrio,0.000583182,malt,fem
24.unmapped,Vibrio,0.000134449,control,fem
19.unmapped,Vibrio,0.000283455,control,male
17.unmapped,Vibrio,0.000543789,control,male
20.unmapped,Vibrio,0.000229505,control,male
27.unmapped,Vibrio,0.000274035,malt,fem
22.unmapped,Vibrio,0.000397351,malt,male
26.unmapped,Vibrio,5.22E-05,control,fem
18.unmapped,Vitreoscilla,0.000119891,control,male
21.unmapped,Vitreoscilla,5.48E-05,malt,male
26.unmapped,Vitreoscilla,4.97E-05,control,fem
27.unmapped,Weeksella,0.000725338,malt,fem
24.unmapped,Weeksella,4.54E-05,control,fem
26.unmapped,Winogradskyella,4.62E-05,control,fem
26.unmapped,Xanthobacter,4.80E-05,control,fem
20.unmapped,Xanthomonas,4.28E-05,control,male
24.unmapped,Yersinia,0.004028322,control,fem
19.unmapped,Yersinia,0.001877143,control,male
17.unmapped,Yersinia,0.002808007,control,male
21.unmapped,Yersinia,0.002301042,malt,male
18.unmapped,Yersinia,0.002754913,control,male
20.unmapped,Yersinia,0.001961923,control,male
26.unmapped,Yersinia,0.00185659,control,fem
25.unmapped,Yersinia,0.003063203,control,fem
22.unmapped,Yersinia,0.003433151,malt,male
23.unmapped,Yersinia,0.000945422,malt,male
28.unmapped,Yersinia,0.002675271,malt,fem
29.unmapped,Yersinia,0.002855964,malt,fem
27.unmapped,Yersinia,0.001387305,malt,fem
26.unmapped,Yoonia,4.11E-05,control,fem
